item_order,participantID,age,sex,list,itemID,item,is_correct,response,correctness,answeing_time,target_sentence_position,number_of_propositions,condition,plausibility,arithmetic,task,r10_equationID,r10_response,r10_rt,r20_equationID,r20_response,r20_rt,r30_equationID,r30_response,r30_rt,r40_equationID,r40_response,r40_rt,comment,r10_is_correct,r10_correctness,r20_is_correct,r20_correctness,r30_is_correct,r30_correctness,r40_is_correct,r40_correctness,eq_acc_trial,eq_n_trial
47,24804720,51,female,B,7882,122,J,J,1,3222,second,three,Passive,plausible,1digit_2addition,single_task,bent,NA,NA,*,NA,NA,*,NA,NA,*,8,3600,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
65,24804720,51,female,B,12062,302,F,F,1,2710,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,chemist.,NA,NA,*,NA,NA,*,8,3600,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
62,24804720,51,female,B,12121,281,F,F,1,1752,first,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,patrolman.,NA,NA,*,NA,NA,*,8,3600,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
40,24804720,51,female,B,11581,61,F,F,1,1343,first,three,Transitive,plausible,1digit_2addition,noisy_single_task,x5381,NA,NA,x5382,NA,NA,x5383,NA,NA,*,8,3600,NULL,14,NA,15,NA,15,NA,NA,NA,NA,0
59,24804720,51,female,B,8162,242,J,J,1,2839,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,surfer.,NA,NA,*,NA,NA,*,8,3600,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
64,24804720,51,female,B,12061,301,F,F,1,3265,first,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x7301,NA,NA,x7302,NA,NA,x7303,NA,NA,*,8,3600,NULL,4,NA,18,NA,6,NA,NA,NA,NA,0
88,24804720,51,female,B,12541,541,F,F,1,1505,first,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x9241,NA,NA,x9242,NA,NA,x9243,NA,NA,*,8,3600,NULL,9,NA,6,NA,11,NA,NA,NA,NA,0
58,24804720,51,female,B,8161,241,J,J,1,2438,first,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x1921,NA,NA,x1922,NA,NA,x1923,NA,NA,*,8,3600,NULL,8,NA,8,NA,10,NA,NA,NA,NA,0
38,97107295,26,male,A,11561,41,F,F,1,2646,third,three,Transitive,plausible,1digit_2addition,dual_task,x5301,9,2437,x5302,10,2535,x5303,10,1942,*,NA,NA,NULL,9,1,10,1,10,1,NA,NA,1,3
65,97107295,26,male,A,8302,302,J,J,1,4178,second,three,DativeConstruction,implausible,1digit_2addition,dual_task,x2505,13,2052,x2506,6,1736,x2507,12,2101,*,NA,NA,NULL,13,1,6,1,12,1,NA,NA,1,3
43,97107295,26,male,A,7922,82,J,J,1,3504,first,three,Passive,implausible,1digit_2addition,single_task,leper,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
63,97107295,26,male,A,12042,282,F,F,1,9172,third,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x7225,NA,NA,x7226,NA,NA,x7227,NA,NA,*,NA,NA,NULL,6,NA,14,NA,16,NA,NA,NA,NA,0
82,97107295,26,male,A,8641,481,J,J,1,2258,first,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87,97107295,26,male,A,12522,522,F,F,1,2047,third,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x9165,NA,NA,x9166,NA,NA,x9167,NA,NA,*,NA,NA,NULL,4,NA,16,NA,10,NA,NA,NA,NA,0
88,97107295,26,male,A,12541,541,F,F,1,3746,first,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
49,97107295,26,male,A,11822,142,F,F,1,3260,first,three,Passive,implausible,1digit_2addition,single_task,stableman,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
47,97107295,26,male,A,11802,122,F,J,0,3466,third,three,Passive,implausible,1digit_2addition,dual_task,x6265,14,2230,x6266,10,2364,x6267,6,2069,*,NA,NA,NULL,14,1,10,1,6,1,NA,NA,1,3
46,97107295,26,male,A,7881,121,J,J,1,2146,second,three,Passive,plausible,1digit_2addition,single_task,assembled,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
85,97107295,26,male,A,12582,502,F,F,1,4108,third,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
64,97107295,26,male,A,12061,301,F,F,1,5048,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,actuary.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
36,97107295,26,male,A,11621,21,F,F,1,2011,third,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5541,NA,NA,x5542,NA,NA,x5543,NA,NA,*,NA,NA,NULL,13,NA,6,NA,11,NA,NA,NA,NA,0
42,97107295,26,male,A,7921,81,J,J,1,4912,first,three,Passive,implausible,1digit_2addition,noisy_single_task,x961,NA,NA,x962,NA,NA,x963,NA,NA,*,NA,NA,NULL,13,NA,6,NA,10,NA,NA,NA,NA,0
45,97107295,26,male,A,7862,102,J,F,0,4262,first,three,Passive,plausible,1digit_2addition,noisy_single_task,x725,NA,NA,x726,NA,NA,x727,NA,NA,*,NA,NA,NULL,15,NA,11,NA,14,NA,NA,NA,NA,0
84,97107295,26,male,A,12581,501,F,F,1,2382,third,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9401,NA,NA,x9402,NA,NA,x9403,NA,NA,*,NA,NA,NULL,16,NA,7,NA,7,NA,NA,NA,NA,0
44,97107295,26,male,A,7861,101,J,J,1,2258,first,three,Passive,plausible,1digit_2addition,dual_task,x721,17,1823,x722,6,1284,x723,15,1362,*,NA,NA,NULL,17,1,6,1,15,1,NA,NA,1,3
41,97107295,26,male,A,7822,62,J,J,1,1934,second,three,Transitive,implausible,1digit_2addition,dual_task,x565,13,1357,x566,6,1190,x567,10,1395,*,NA,NA,NULL,13,1,6,1,10,1,NA,NA,1,3
40,97107295,26,male,A,11581,61,F,F,1,1763,first,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
89,97107295,26,male,A,8782,542,J,F,0,3232,second,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x4425,7,999,x4426,11,1347,x4427,13,1131,*,NA,NA,NULL,7,1,11,1,13,1,NA,NA,1,3
58,97107295,26,male,A,8161,241,J,J,1,4767,first,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,mariner.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
48,97107295,26,male,A,11821,141,F,F,1,2462,first,three,Passive,implausible,1digit_2addition,noisy_single_task,x6341,NA,NA,x6342,NA,NA,x6343,NA,NA,*,NA,NA,NULL,13,NA,6,NA,11,NA,NA,NA,NA,0
39,97107295,26,male,A,11562,42,F,F,1,1478,third,three,Transitive,plausible,1digit_2addition,noisy_single_task,x5305,NA,NA,x5306,NA,NA,x5307,NA,NA,*,NA,NA,NULL,11,NA,15,NA,10,NA,NA,NA,NA,0
62,97107295,26,male,A,12041,281,F,F,1,6132,third,three,DativeConstruction,plausible,1digit_2addition,dual_task,x7221,17,1299,x7222,6,1061,x7223,11,1282,*,NA,NA,NULL,17,1,6,1,11,1,NA,NA,1,3
60,97107295,26,male,A,12101,261,F,F,1,2198,third,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7461,NA,NA,x7462,NA,NA,x7463,NA,NA,x7464,NA,NA,NULL,11,NA,7,NA,11,NA,8,NA,NA,0
34,97107295,26,male,A,7681,1,J,J,1,1323,first,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
59,97107295,26,male,A,12082,242,F,J,0,2124,second,three,DativeConstruction,implausible,1digit_2addition,dual_task,x7385,10,1263,x7386,15,2004,x7387,9,1487,*,NA,NA,NULL,10,1,15,1,9,1,NA,NA,1,3
37,97107295,26,male,A,11622,22,F,F,1,1506,third,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86,97107295,26,male,A,12521,521,F,F,1,1683,third,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x9161,14,986,x9162,9,919,x9163,13,2434,*,NA,NA,NULL,14,1,9,1,13,1,NA,NA,1,3
61,97107295,26,male,A,12102,262,F,F,1,4295,third,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,assignment,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
41,29502961,35,female,L,7822,62,J,J,1,2933,second,three,Transitive,implausible,1digit_2addition,noisy_single_task,x565,NA,NA,x566,NA,NA,x567,NA,NA,*,NA,NA,NULL,13,NA,6,NA,10,NA,NA,NA,NA,0
34,29502961,35,female,L,11601,1,F,F,1,9646,second,three,Transitive,implausible,1digit_2addition,dual_task,x5461,8,3143,x5462,16,4200,x5463,11,2986,*,NA,NA,NULL,8,1,16,1,11,1,NA,NA,1,3
62,29502961,35,female,L,12041,281,F,J,0,4772,third,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x7221,NA,NA,x7222,NA,NA,x7223,NA,NA,*,NA,NA,NULL,17,NA,6,NA,11,NA,NA,NA,NA,0
87,29502961,35,female,L,12522,522,F,F,1,2876,third,three,ExperienerSubject,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
37,29502961,35,female,L,11542,22,F,J,0,5708,second,three,Transitive,plausible,1digit_2addition,dual_task,x5225,10,3843,x5226,12,4283,x5227,7,2959,*,NA,NA,NULL,10,1,12,1,7,1,NA,NA,1,3
63,29502961,35,female,L,12042,282,F,F,1,5945,third,three,DativeConstruction,plausible,1digit_2addition,single_task,the,NA,NA,students.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
43,29502961,35,female,L,7842,82,J,J,1,3806,third,three,Passive,plausible,1digit_2addition,dual_task,x645,14,8836,x646,11,3871,x647,9,3479,*,NA,NA,NULL,14,1,11,1,9,1,NA,NA,1,3
84,29502961,35,female,L,12581,501,F,F,1,6769,third,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
85,29502961,35,female,L,12502,502,F,F,1,3778,second,three,ExperienerSubject,plausible,1digit_2addition,dual_task,x9085,17,3878,x9086,12,3561,x9087,11,3685,*,NA,NA,NULL,17,1,12,1,11,1,NA,NA,1,3
82,29502961,35,female,L,12561,481,F,F,1,4226,second,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x9321,7,3232,x9322,12,4254,x9323,8,3272,*,NA,NA,NULL,7,1,12,1,8,1,NA,NA,1,3
44,29502961,35,female,L,7861,101,J,J,1,4360,first,three,Passive,plausible,1digit_2addition,noisy_single_task,x721,NA,NA,x722,NA,NA,x723,NA,NA,*,NA,NA,NULL,17,NA,6,NA,15,NA,NA,NA,NA,0
46,29502961,35,female,L,11801,121,F,F,1,5864,third,three,Passive,implausible,1digit_2addition,dual_task,x6261,8,3577,x6262,14,4203,x6263,8,3671,*,NA,NA,NULL,8,1,14,1,8,1,NA,NA,1,3
35,29502961,35,female,L,11602,2,F,F,1,5211,second,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5465,NA,NA,x5466,NA,NA,x5467,NA,NA,*,NA,NA,NULL,10,NA,6,NA,11,NA,NA,NA,NA,0
48,29502961,35,female,L,11821,141,F,F,1,7571,first,three,Passive,implausible,1digit_2addition,single_task,poacher,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
47,29502961,35,female,L,11802,122,F,F,1,5127,third,three,Passive,implausible,1digit_2addition,noisy_single_task,x6265,NA,NA,x6266,NA,NA,x6267,NA,NA,*,NA,NA,NULL,14,NA,10,NA,6,NA,NA,NA,NA,0
40,29502961,35,female,L,7821,61,J,J,1,2012,second,three,Transitive,implausible,1digit_2addition,dual_task,x561,12,3675,x562,11,3230,x563,8,3366,*,NA,NA,NULL,12,1,11,1,8,1,NA,NA,1,3
59,29502961,35,female,L,12082,242,F,F,1,9675,second,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7385,NA,NA,x7386,NA,NA,x7387,NA,NA,*,NA,NA,NULL,10,NA,15,NA,9,NA,NA,NA,NA,0
65,29502961,35,female,L,8302,302,J,J,1,3241,second,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x2505,NA,NA,x2506,NA,NA,x2507,NA,NA,*,NA,NA,NULL,13,NA,6,NA,12,NA,NA,NA,NA,0
89,29502961,35,female,L,8782,542,J,J,1,2631,second,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x4425,NA,NA,x4426,NA,NA,x4427,NA,NA,*,NA,NA,NULL,7,NA,11,NA,13,NA,NA,NA,NA,0
61,29502961,35,female,L,12022,262,F,J,0,6623,second,three,DativeConstruction,plausible,1digit_2addition,dual_task,x7145,14,4113,x7146,13,4261,x7147,7,3044,*,NA,NA,NULL,14,1,13,1,7,1,NA,NA,1,3
86,29502961,35,female,L,12521,521,F,F,1,2178,third,three,ExperienerSubject,plausible,1digit_2addition,noisy_single_task,x9161,NA,NA,x9162,NA,NA,x9163,NA,NA,*,NA,NA,NULL,14,NA,9,NA,13,NA,NA,NA,NA,0
42,29502961,35,female,L,7921,81,J,J,1,3196,first,three,Passive,implausible,1digit_2addition,single_task,patrolman,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
36,29502961,35,female,L,11621,21,F,F,1,2469,third,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
38,29502961,35,female,L,11561,41,F,F,1,2778,third,three,Transitive,plausible,1digit_2addition,noisy_single_task,x5301,NA,NA,x5302,NA,NA,x5303,NA,NA,*,NA,NA,NULL,9,NA,10,NA,10,NA,NA,NA,NA,0
83,29502961,35,female,L,12562,482,F,F,1,3728,second,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9325,NA,NA,x9326,NA,NA,x9327,NA,NA,*,NA,NA,NULL,2,NA,11,NA,5,NA,NA,NA,NA,0
88,29502961,35,female,L,8781,541,J,J,1,3821,second,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x4421,13,4811,x4422,10,5608,x4423,11,3984,*,NA,NA,NULL,13,1,10,1,11,1,NA,NA,1,3
45,29502961,35,female,L,7862,102,J,J,1,1986,first,three,Passive,plausible,1digit_2addition,single_task,character,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
58,29502961,35,female,L,12081,241,F,J,0,5402,second,three,DativeConstruction,implausible,1digit_2addition,dual_task,x7381,7,4053,x7382,2,2630,x7383,7,3187,*,NA,NA,NULL,7,1,2,1,7,1,NA,NA,1,3
49,29502961,35,female,L,11742,142,F,F,1,5397,third,three,Passive,plausible,1digit_2addition,dual_task,x6025,10,3413,x6026,12,3079,x6027,8,2650,*,NA,NA,NULL,10,1,12,1,8,1,NA,NA,1,3
39,29502961,35,female,L,11562,42,F,F,1,5048,third,three,Transitive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
60,29502961,35,female,L,12101,261,F,F,1,4770,third,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,money,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
49,9631236,37,male,D,7902,142,J,J,1,1537,third,three,Passive,plausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87,9631236,37,male,D,12602,522,F,J,0,1712,first,three,ExperienerSubject,implausible,1digit_2addition,noisy_single_task,x9485,NA,NA,x9486,NA,NA,x9487,NA,NA,*,NA,NA,NULL,13,NA,7,NA,11,NA,NA,NA,NA,0
88,9631236,37,male,D,12621,541,F,F,1,4564,second,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86,9631236,37,male,D,12601,521,F,J,0,6136,first,three,ExperienerSubject,implausible,1digit_2addition,dual_task,x9481,10,2244,x9482,2,1069,x9483,7,948,*,NA,NA,NULL,10,1,2,1,7,1,NA,NA,1,3
41,9631236,37,male,D,11582,62,F,J,0,3080,first,three,Transitive,plausible,1digit_2addition,dual_task,x5385,9,1002,x5386,12,1764,x5387,10,1351,*,NA,NA,NULL,9,1,12,1,10,1,NA,NA,1,3
60,9631236,37,male,D,8181,261,J,J,1,3327,second,three,DativeConstruction,plausible,1digit_2addition,noisy_single_task,x2001,NA,NA,x2002,NA,NA,x2003,NA,NA,*,NA,NA,NULL,10,NA,16,NA,7,NA,NA,NA,NA,0
59,9631236,37,male,D,8162,242,J,J,1,3339,first,three,DativeConstruction,plausible,1digit_2addition,dual_task,x1925,14,1520,x1926,15,1771,x1927,3,1082,*,NA,NA,NULL,14,1,15,1,3,1,NA,NA,1,3
42,9631236,37,male,D,11681,81,F,F,1,3246,third,three,Passive,plausible,1digit_2addition,noisy_single_task,x5781,NA,NA,x5782,NA,NA,x5783,NA,NA,*,NA,NA,NULL,13,NA,13,NA,4,NA,NA,NA,NA,0
82,9631236,37,male,D,8721,481,J,J,1,1857,second,three,ExperienerSubject,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
45,9631236,37,male,D,7942,102,J,J,1,1904,second,three,Passive,implausible,1digit_2addition,noisy_single_task,x1045,NA,NA,x1046,NA,NA,x1047,NA,NA,*,NA,NA,NULL,11,NA,13,NA,17,NA,NA,NA,NA,0
34,9631236,37,male,D,7761,1,J,J,1,2024,second,three,Transitive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
63,9631236,37,male,D,12122,282,F,No Response,0,1.77145E+12,first,three,DativeConstruction,implausible,1digit_2addition,noisy_single_task,x7565,NA,NA,x7566,NA,NA,x7567,NA,NA,*,NA,NA,NULL,9,NA,9,NA,6,NA,NA,NA,NA,0
46,9631236,37,male,D,7961,121,J,J,1,2036,third,three,Passive,implausible,1digit_2addition,single_task,the,NA,NA,*,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
44,9631236,37,male,D,7941,101,J,F,0,5668,second,three,Passive,implausible,1digit_2addition,dual_task,x1041,12,1168,x1042,4,1800,x1043,11,1189,*,NA,NA,NULL,12,1,4,1,11,1,NA,NA,1,3
35,9631236,37,male,D,7682,2,J,J,1,2131,first,three,Transitive,plausible,1digit_2addition,dual_task,x5,8,999,x6,10,2375,x7,12,1087,*,NA,NA,NULL,8,1,10,1,12,1,NA,NA,1,3
65,9631236,37,male,D,12062,302,F,F,1,4008,first,three,DativeConstruction,plausible,1digit_2addition,dual_task,x7305,15,1529,x7306,12,1284,x7307,9,1047,*,NA,NA,NULL,15,1,12,1,9,1,NA,NA,1,3
39,9631236,37,male,D,11642,42,F,J,0,6718,first,three,Transitive,implausible,1digit_2addition,noisy_single_task,x5625,NA,NA,x5626,NA,NA,x5627,NA,NA,*,NA,NA,NULL,10,NA,5,NA,8,NA,NA,NA,NA,0
36,9631236,37,male,D,7701,21,J,J,1,1307,second,three,Transitive,plausible,1digit_2addition,noisy_single_task,x81,NA,NA,x82,NA,NA,x83,NA,NA,*,NA,NA,NULL,6,NA,7,NA,10,NA,NA,NA,NA,0
48,9631236,37,male,D,7901,141,J,J,1,2069,third,three,Passive,plausible,1digit_2addition,noisy_single_task,x881,NA,NA,x882,NA,NA,x883,NA,NA,*,NA,NA,NULL,14,NA,6,NA,8,NA,NA,NA,NA,0
38,9631236,37,male,D,11641,41,F,F,1,4091,first,three,Transitive,implausible,1digit_2addition,dual_task,x5621,11,1087,x5622,11,1474,x5623,8,917,*,NA,NA,NULL,11,1,11,1,8,1,NA,NA,1,3
64,9631236,37,male,D,12141,301,F,F,1,6130,second,three,DativeConstruction,implausible,1digit_2addition,single_task,the,NA,NA,groom.,NA,NA,*,NA,NA,*,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
