EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x22,522470964053146171810202554445 + 489739112776206049074508307141 = x22,1012210076829352220884710861586,7686,The chef chopped the vegetables but the commuter choked the delinquent when the innovator delighted the residents.,Did the chef chop the vegetables?,Yes,first,three,Transitive,plausible
x23,378385682914361848416888099480 + 735733610126722078470490395902 = x23,1114119293041083926887378495382,7686,The chef chopped the vegetables but the commuter choked the delinquent when the innovator delighted the residents.,Did the chef chop the vegetables?,Yes,first,three,Transitive,plausible
x25,597277341209108775450467946594 + 562963943914601420623899890245 = x25,1160241285123710196074367836839,7687,The cleaner cleaned the floor but the organist spooked the columnist because the impostor defended the kleptomaniac.,Did the cleaner clean the floor?,Yes,first,three,Transitive,plausible
x26,594145062101549735915316337483 + 314323569936135037595064220820 = x26,908468632037684773510380558303,7687,The cleaner cleaned the floor but the organist spooked the columnist because the impostor defended the kleptomaniac.,Did the cleaner clean the floor?,Yes,first,three,Transitive,plausible
x27,773178582285950931073161341096 + 761294203684965172059595380855 = x27,1534472785970916103132756721951,7687,The cleaner cleaned the floor but the organist spooked the columnist because the impostor defended the kleptomaniac.,Did the cleaner clean the floor?,Yes,first,three,Transitive,plausible
x29,495244897521219262866131420131 + 595059072365159055406808853360 = x29,1090303969886378318272940273491,7688,The collector collected the stamps but the churchgoer betraied the skater after the baroness dismissed the neurologist.,Did the collector collect the stamps?,Yes,first,three,Transitive,plausible
x30,738162032407015128581736334180 + 616085679246634847864029197592 = x30,1354247711653649976445765531772,7688,The collector collected the stamps but the churchgoer betraied the skater after the baroness dismissed the neurologist.,Did the collector collect the stamps?,Yes,first,three,Transitive,plausible
x31,262130125817619290601029382721 + 382398628291718038992020006465 = x31,644528754109337329593049389186,7688,The collector collected the stamps but the churchgoer betraied the skater after the baroness dismissed the neurologist.,Did the collector collect the stamps?,Yes,first,three,Transitive,plausible
x33,745111614865389221592708871271 + 264564327856863347428991913729 = x33,1009675942722252569021700785000,7689,The butcher cut the meat when the shepherd teased the patrolman and the illustrator affronted the roadworker.,Did the butcher cut the meat?,Yes,first,three,Transitive,plausible
x34,678913529522965801739903369784 + 901723521565561887627818494159 = x34,1580637051088527689367721863943,7689,The butcher cut the meat when the shepherd teased the patrolman and the illustrator affronted the roadworker.,Did the butcher cut the meat?,Yes,first,three,Transitive,plausible
x35,861121778060244095236871564501 + 849132710574736428435210707401 = x35,1710254488634980523672082271902,7689,The butcher cut the meat when the shepherd teased the patrolman and the illustrator affronted the roadworker.,Did the butcher cut the meat?,Yes,first,three,Transitive,plausible
x37,688321427991238361701278372800 + 808148910357609583815442717564 = x37,1496470338348847945516721090364,7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
x38,471959799716356100559455181111 + 476763904627418677137877840731 = x38,948723704343774777697333021842,7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
x39,611556042097258795941947945258 + 517007022639106971855969424585 = x39,1128563064736365767797917369843,7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
x41,861105012622564687523042400846 + 401042302616438780383459076596 = x41,1262147315239003467906501477442,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x42,981941973178189074472384716866 + 577245028628226045691453002476 = x42,1559187001806415120163837719342,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x43,859256659407580884696457306797 + 237914368491967234053510842069 = x43,1097171027899548118749968148866,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x45,679398087324313757485418248562 + 119232905557295623446197360781 = x45,798630992881609380931615609343,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x46,771234462961131109858800287837 + 863131229455383459775517894630 = x46,1634365692416514569634318182467,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x47,850973520206863940454779001139 + 897013196543588341491061966610 = x47,1747986716750452281945840967749,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x49,916451213385385489361455461880 + 891587564837028900681304207289 = x49,1808038778222414390042759669169,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x50,775986298545784312147491540007 + 814629241658627794190949587843 = x50,1590615540204412106338441127850,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x51,252985829125847836789901256585 + 406227091528082858207911576325 = x51,659212920653930694997812832910,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x53,653685914439937889745040932830 + 258052322316284767325379183451 = x53,911738236756222657070420116281,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x54,134629087335280129554543459126 + 148658359445599656783899430813 = x54,283287446780879786338442889939,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x55,343377472049887143044043387592 + 177085885261215894489088167984 = x55,520463357311103037533131555576,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x57,425736740428804388322791187188 + 127064291767800232416241579906 = x57,552801032196604620739032767094,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x58,898525021406323536666162837713 + 759980915872652207287004391004 = x58,1658505937278975743953167228717,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x59,794736251135570368205330199226 + 413680195773921563931769145359 = x59,1208416446909491932137099344585,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x61,230886540938783176697368558741 + 222741373877587250954765891301 = x61,453627914816370427652134450042,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x62,392067275269885015620623376750 + 763857107457748391826371236490 = x62,1155924382727633407446994613240,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x63,140532864601224978453509340633 + 629048651870675242502596268238 = x63,769581516471900220956105608871,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x65,105009010896882486924863773577 + 455142454941417882177528233305 = x65,560151465838300369102392006882,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x66,245243756464423781629284922513 + 363988128194480136114014054734 = x66,609231884658903917743298977247,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x67,754270502225969394106875284701 + 990188833783994373904476194391 = x67,1744459336009963768011351479092,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x69,907377391611250072189854742324 + 942315282239220261408022740147 = x69,1849692673850470333597877482471,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x70,852241060558591376185019888010 + 412851442836441496152385997392 = x70,1265092503395032872337405885402,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x71,625893942632112036009143659383 + 588683618781641604583683405300 = x71,1214577561413753640592827064683,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x73,597440155552911599279866341341 + 277355531853291108795800457743 = x73,874795687406202708075666799084,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x74,330309387765478761592703639830 + 847288145490791915808696096452 = x74,1177597533256270677401399736282,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x75,336765938787938769946614320000 + 321592026697765805383241721450 = x75,658357965485704575329856041450,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x77,369890708595625953997974225936 + 439673759084020993042082488760 = x77,809564467679646947040056714696,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x78,506800541949296181169168613417 + 815878346493616531755531919930 = x78,1322678888442912712924700533347,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x79,187385185376912753936942196081 + 688066893590303168536394596748 = x79,875452078967215922473336792829,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x81,155105756813691909751537160354 + 831573808499638714017672179342 = x81,986679565313330623769209339696,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x82,255383338829162148280060370731 + 237167192777275558449377409823 = x82,492550531606437706729437780554,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x83,410706526713260186250127828662 + 414451792121495725831338924752 = x83,825158318834755912081466753414,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x85,395097059153402212371612040592 + 349767423927472137291650603584 = x85,744864483080874349663262644176,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x86,503913366431714336872044918298 + 936910420951017865404734124740 = x86,1440823787382732202276779043038,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x87,512827409398648438498045229483 + 801659001148200527505177512633 = x87,1314486410546848966003222742116,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x89,227630718286497132010124330139 + 387519455594747126894015862091 = x89,615150173881244258904140192230,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
x90,912930505505620192890520610735 + 629078876249535203140016955886 = x90,1542009381755155396030537566621,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
x91,842796791550289934597460983915 + 533084117675599671185833862279 = x91,1375880909225889605783294846194,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
x93,520319998142900176966376658006 + 681481514172613410229302143351 = x93,1201801512315513587195678801357,7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
x94,879142548264858267310077413778 + 341360860855686275433114256356 = x94,1220503409120544542743191670134,7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
x95,727051077695256167512811392684 + 915184008105525774100844947818 = x95,1642235085800781941613656340502,7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
x97,603672534895808365310711540109 + 406133821781119312015257922992 = x97,1009806356676927677325969463101,7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
x98,663783584488945052656634750854 + 484951175391248341425727345528 = x98,1148734759880193394082362096382,7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
x99,957442777870955018666943178310 + 881024228315223376588940686369 = x99,1838467006186178395255883864679,7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
x101,417049695438017201509129538780 + 130770569299545319127861935289 = x101,547820264737562520636991474069,7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
x102,607782654696836226108425854957 + 496520723807205581597416571848 = x102,1104303378504041807705842426805,7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
x103,127197979068654762858585729495 + 554733241975205741471485677399 = x103,681931221043860504330071406894,7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
x105,929620457262663528364443392307 + 121083829927195843696028093405 = x105,1050704287189859372060471485712,7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
x106,441508860679351297803586781304 + 859458243494784198613749441603 = x106,1300967104174135496417336222907,7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
x107,976317034710544148880326642637 + 176706197968851973667955829369 = x107,1153023232679396122548282472006,7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
x109,756665659764068495333029030622 + 224453922765428135799789742306 = x109,981119582529496631132818772928,7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
x110,513497592756411002544273812396 + 554610887758214750559981397887 = x110,1068108480514625753104255210283,7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
x111,301040103400200671827877837546 + 873330836698303206053727485777 = x111,1174370940098503877881605323323,7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
x113,818920971475107503466822103213 + 660713659591178241351575883280 = x113,1479634631066285744818397986493,7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
x114,674805358483856453646510442632 + 126054833708228665713701556054 = x114,800860192192085119360211998686,7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
x115,881191260610633509933229421807 + 643374545396460435222550077146 = x115,1524565806007093945155779498953,7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
x117,780745140648132147415039318163 + 492184724377630436631731824697 = x117,1272929865025762584046771142860,7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
x118,488232779126941070910799543846 + 810556386724353626375748998422 = x118,1298789165851294697286548542268,7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
x119,422564243230770188802618615455 + 214078605793317960743690912638 = x119,636642849024088149546309528093,7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
x121,745363940030315468490923388344 + 914317511066302041041154046132 = x121,1659681451096617509532077434476,7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
x122,480325942114674495044466585993 + 264627435819925360767457568896 = x122,744953377934599855811924154889,7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
x123,747524947485662272026534825736 + 216914082291976364915374110670 = x123,964439029777638636941908936406,7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
x125,354756944309527302656623953715 + 429285616911010314016612927669 = x125,784042561220537616673236881384,7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
x126,293177331615179958670262728538 + 673744233409615347725003656651 = x126,966921565024795306395266385189,7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
x127,922844243389613465049504625351 + 759193344266977504124155890598 = x127,1682037587656590969173660515949,7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
x129,633164616805339989778563292057 + 614393089556313494634555507146 = x129,1247557706361653484413118799203,7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
x130,979852885783225425470153416881 + 459749852742481893292604335627 = x130,1439602738525707318762757752508,7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
x131,823060418303039828435987365937 + 663495341391883430976704562399 = x131,1486555759694923259412691928336,7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
x133,240783608978641337378284825207 + 207482004984243495222460150122 = x133,448265613962884832600744975329,7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
x134,281089387183985359693985419279 + 639142559197710701574411285545 = x134,920231946381696061268396704824,7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
x135,414316045860446174394179795643 + 298517873824219325063220016185 = x135,712833919684665499457399811828,7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
x137,429056318047691339782020308306 + 201970683726967379479401503643 = x137,631027001774658719261421811949,7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
x138,443639731298826795451000444188 + 398329782699937056318111129073 = x138,841969513998763851769111573261,7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
x139,113532835284014741922875529561 + 970002474749984021589847453018 = x139,1083535310033998763512722982579,7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
x141,612397886744591921229976572649 + 607504824735090333179501541102 = x141,1219902711479682254409478113751,7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
x142,817228638544966822531634007252 + 870683401042734094090648098918 = x142,1687912039587700916622282106170,7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
x143,284923059328358710774565417083 + 366284085097810436530230102544 = x143,651207144426169147304795519627,7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
x145,253736582089897574676945000971 + 388287463451678688197751810351 = x145,642024045541576262874696811322,7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
x146,374688422680386396497845419597 + 576975574422677336209624686121 = x146,951663997103063732707470105718,7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
x147,616601949423898465736113295844 + 536708821431312756207226207441 = x147,1153310770855211221943339503285,7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
x149,213683013924729046569568651353 + 800440869702829876078533980997 = x149,1014123883627558922648102632350,7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
x150,557614632747962931300573499155 + 462157503566417829465954715619 = x150,1019772136314380760766528214774,7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
x151,636450541097504914574462974764 + 493852095317709445863004227075 = x151,1130302636415214360437467201839,7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
x153,991365165285728093461245109888 + 995031956070549445146870454704 = x153,1986397121356277538608115564592,7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
x154,289468272462273366266868563819 + 236934576351974413047663056522 = x154,526402848814247779314531620341,7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
x155,916063524841684716080087248493 + 866480083443532117989692227879 = x155,1782543608285216834069779476372,7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
x157,687910763703282756937774633321 + 894962149477980427469441210962 = x157,1582872913181263184407215844283,7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
x158,407706792240634268601035232819 + 892050310069048167534488650026 = x158,1299757102309682436135523882845,7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
x159,831850299326686167678041078185 + 192311684522321309549810070687 = x159,1024161983849007477227851148872,7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
x161,457494719609444778596885744347 + 966506455035215401256752940944 = x161,1424001174644660179853638685291,7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
x162,328110108849128839602621865685 + 271364272189554095739816147592 = x162,599474381038682935342438013277,7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
x163,836804320612804096933817724680 + 835428338694512837721589643743 = x163,1672232659307316934655407368423,7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
x165,857683396115110020340543274738 + 391254473973082772720486094643 = x165,1248937870088192793061029369381,7722,The zoologist recognized the embalmer and the deputy relieved the dog when the instructor bent the mat.,Did the instructor bend the mat?,Yes,third,three,Transitive,plausible
