ItemID,Context,sentence_with_equations,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,plausibility
7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,The 5 blacksmith + flattened 7 the = metal x7741 because 6 the + emissary 7 beated = the x7742 bishop 1 after + the 3 fugitive = agitated x7743 the 3 upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,The 9 artist + folded 8 the = paper x7745 after 9 the + citizen 7 belittled = the x7746 appraiser 4 and + the 1 physicist = pursued x7747 the 6 understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,The 4 carpenter + hammered 7 the = nail x7749 after 5 the + sommelier 9 smacked = the x7750 optimist 6 but + the 6 excavator = followed x7751 the 4 newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,The 5 hacker + hacked 5 the = system x7753 after 1 the + crusader 3 appeased = the x7754 husband 7 because + the 1 fanatic = seduced x7755 the 7 spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,The 7 boxer + hit 7 the = wall x7757 after 7 the + parishioner 2 antagonized = the x7758 miller 6 when + the 7 salesman = nominated x7759 the 3 thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,The 5 thug + quoted 3 the = bricklayer x7761 and 7 the + player 3 kicked = the x7762 ball 2 but + the 6 psychologist = mentioned x7763 the 7 stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,The 9 equestrian + aggravated 9 the = understudy x7765 and 1 the + burglar 1 knocked = the x7766 door 6 when + the 7 trickster = accosted x7767 the 7 security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,The 4 taxpayer + scorned 4 the = crusader x7769 and 6 the + baker 3 made = the x7770 bread 8 because + the 5 conman = infuriated x7771 the 5 anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,The 6 chiseler + delighted 3 the = victim x7773 and 5 the + blacksmith 7 pounded = the x7774 metal 2 after + the 9 treasurer = spooked x7775 the 6 songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,The 4 millionnaire + rated 7 the = surfer x7777 but 9 the + factory 7 produced = the x7778 cars 2 and + the 1 webmaster = goaded x7779 the 8 clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,The 9 countess + distracted 8 the = executive x7781 but 5 the + man 2 protected = the x7782 environment 4 when + the 4 steelworker = neglected x7783 the 1 pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,The 1 regular + humiliated 9 the = geophysicist x7785 but 8 the + boxer 6 punched = the x7786 sandbag 1 because + the 7 neighbor = beated x7787 the 3 admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,The 5 embalmer + photographed 3 the = german x7789 but 3 the + boy 5 read = the x7790 magazine 8 after + the 1 cheerleader = lashed x7791 the 2 brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,The 6 veteran + derided 1 the = swindler x7793 when 9 the + carpenter 3 sawed = the x7794 wood 5 and + the 6 understudy = defended x7795 the 9 hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,The 1 drug + honored 5 the = hotelier x7797 when 1 the + firefighter 5 saved = the x7798 life 2 but + the 3 goalie = disparaged x7799 the 8 clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,The 7 perpetrator + placated 7 the = concierge x7801 when 3 the + vandal 6 shattered = the x7802 window 3 because + the 1 climber = ridiculed x7803 the 7 parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,The 7 dealer + photographed 9 the = canadian x7805 when 8 the + pirate 2 slashed = the x7806 sail 6 after + the 9 husband = astounded x7807 the 5 security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,The 3 know-it-all + pated 5 the = senior x7809 because 2 the + chef 6 sliced = the x7810 bread 4 and + the 9 locksmith = invited x7811 the 5 missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,The 3 psychiatrist + fancied 4 the = delivery x7813 because 5 the + child 2 smashed = the x7814 toy 2 but + the 2 veteran = assuaged x7815 the 7 cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,The 2 pensioner + enraged 1 the = miller x7817 because 4 the + player 3 squashed = the x7818 ball 8 when + the 6 intermediary = deceived x7819 the 2 donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,The 8 botanist + shamed 8 the = trendsetter x7821 because 6 the + boxer 7 suggested = the x7822 idea 6 after + the 2 inventor = befuddled x7823 the 6 planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,The 4 zoologist + targeted 5 the = warrior x7825 after 7 the + student 8 skipped = the x7826 class 9 and + the 2 fighter = mocked x7827 the 1 hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,The 3 hitter + backed 4 the = novelist x7829 after 3 the + artist 7 touched = the x7830 canvas 4 but + the 1 suspect = delighted x7831 the 2 wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,The 6 meteorologist + dazzled 7 the = hypochondriac x7833 after 1 the + chef 4 used = the x7834 knife 8 because + the 9 sommelier = sickened x7835 the 5 finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,The 5 playwright + enticed 4 the = champion x7837 after 4 the + person 4 wasted = the x7838 water 4 when + the 5 pharmacist = intrigued x7839 the 7 forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,The 3 heiress + consulted 9 the = survivor x7841 and 6 the + pediatrician 5 followed = the x7842 mapmaker 3 but + the 8 carpenter = assembled x7843 the 3 bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
7722,The zoologist recognized the embalmer and the deputy relieved the dog when the instructor bent the mat.,The 1 zoologist + recognized 6 the = embalmer x7845 and 1 the + deputy 2 relieved = the x7846 dog 2 when + the 3 instructor = bent x7847 the 5 mat.,Did the instructor bend the mat?,Yes,third,three,Transitive,plausible
7723,The telemarketer framed the linguist and the victim entertained the carrier because the child bit the chocolate.,The 4 telemarketer + framed 3 the = linguist x7849 and 2 the + victim 8 entertained = the x7850 carrier 3 because + the 9 child = bit x7851 the 8 chocolate.,Did the child bite the chocolate?,Yes,third,three,Transitive,plausible
7724,The hypnotist honored the excavator and the dramatist avoided the usurper after the bartender blended the cocktail.,The 2 hypnotist + honored 5 the = excavator x7853 and 3 the + dramatist 8 avoided = the x7854 usurper 5 after + the 4 bartender = blended x7855 the 7 cocktail.,Did the bartender blend the cocktail?,Yes,third,three,Transitive,plausible
7725,The chief followed the lyricist but the upholsterer antagonized the churchgoer and the girl carved the statue.,The 3 chief + followed 6 the = lyricist x7857 but 6 the + upholsterer 8 antagonized = the x7858 churchgoer 3 and + the 9 girl = carved x7859 the 6 statue.,Did the girl carve the statue?,Yes,third,three,Transitive,plausible
7726,The survivor befriended the henchman but the psychiatrist placated the grocer when the chef chopped the onions.,The 7 survivor + befriended 4 the = henchman x7861 but 6 the + psychiatrist 5 placated = the x7862 grocer 9 when + the 3 chef = chopped x7863 the 3 onions.,Did the chef chop the onions?,Yes,third,three,Transitive,plausible
7727,The messenger approved the tenor but the showman alerted the undergraduate because the cleaner cleaned the windows.,The 4 messenger + approved 6 the = tenor x7865 but 3 the + showman 7 alerted = the x7866 undergraduate 2 because + the 1 cleaner = cleaned x7867 the 6 windows.,Did the cleaner clean the windows?,Yes,third,three,Transitive,plausible
7728,The pacifist overcharged the murderer but the treasurer challenged the delivery after the collector collected the coins.,The 1 pacifist + overcharged 9 the = murderer x7869 but 7 the + treasurer 8 challenged = the x7870 delivery 2 after + the 7 collector = collected x7871 the 8 coins.,Did the collector collect the coins?,Yes,third,three,Transitive,plausible
7729,The upholsterer acknowledged the creditor when the sentry saluted the prima_donna and the tailor cut the fabric.,The 8 upholsterer + acknowledged 1 the = creditor x7873 when 7 the + sentry 3 saluted = the x7874 prima_donna 1 and + the 5 tailor = cut x7875 the 7 fabric.,Did the tailor cut the fabric?,Yes,third,three,Transitive,plausible
7730,The forester mortified the defense when the patrolman buged the trespasser but the guide described the monument.,The 9 forester + mortified 2 the = defense x7877 when 8 the + patrolman 2 buged = the x7878 trespasser 6 but + the 8 guide = described x7879 the 5 monument.,Did the guide describe the monument?,Yes,third,three,Transitive,plausible
7731,The physicist entertained the orthopedist when the hairdresser watched the concierge because the crew destroyed the facility.,The 9 physicist + entertained 7 the = orthopedist x7881 when 2 the + hairdresser 8 watched = the x7882 concierge 4 because + the 7 crew = destroyed x7883 the 8 facility.,Did the crew destroy the facility?,Yes,third,three,Transitive,plausible
7732,The underwriter visited the wench when the chairman chastised the waitress after the designer designed the logo.,The 8 underwriter + visited 2 the = wench x7885 when 9 the + chairman 2 chastised = the x7886 waitress 2 after + the 1 designer = designed x7887 the 6 logo.,Did the designer design the logo?,Yes,third,three,Transitive,plausible
7733,The diva startled the canadian because the panhandler raved the storekeeper and the student pushed the button.,The 2 diva + startled 7 the = canadian x7889 because 4 the + panhandler 4 raved = the x7890 storekeeper 3 and + the 2 student = pushed x7891 the 2 button.,Did the student push the button?,Yes,third,three,Transitive,plausible
7734,The spiritual backed the jockey because the embezzler seduced the embalmer but the artist drew the landscape.,The 1 spiritual + backed 5 the = jockey x7893 because 2 the + embezzler 8 seduced = the x7894 embalmer 9 but + the 8 artist = drew x7895 the 1 landscape.,Did the artist draw the landscape?,Yes,third,three,Transitive,plausible
7735,The revolutionary troubled the liberal because the proctor photographed the propagandist when the boy memorized the lines.,The 6 revolutionary + troubled 3 the = liberal x7897 because 8 the + proctor 5 photographed = the x7898 propagandist 6 when + the 8 boy = memorized x7899 the 5 lines.,Did the boy memorize the lines?,Yes,third,three,Transitive,plausible
7736,The minister distressed the yachtsman because the entomologist escorted the groom after the ironworker flattened the plate.,The 5 minister + distressed 3 the = yachtsman x7901 because 2 the + entomologist 9 escorted = the x7902 groom 6 after + the 6 ironworker = flattened x7903 the 7 plate.,Did the ironworker flatten the plate?,Yes,third,three,Transitive,plausible
7737,The dean remembered the welder after the bullfighter neglected the butler and the artist folded the crane.,The 7 dean + remembered 8 the = welder x7905 after 1 the + bullfighter 5 neglected = the x7906 butler 5 and + the 9 artist = folded x7907 the 9 crane.,Did the artist fold the crane?,Yes,third,three,Transitive,plausible
7738,The emperor watched the american after the monk raved the geneticist but the blacksmith hammered the metal.,The 9 emperor + watched 8 the = american x7909 after 8 the + monk 9 raved = the x7910 geneticist 7 but + the 2 blacksmith = hammered x7911 the 6 metal.,Did the blacksmith hammer the metal?,Yes,third,three,Transitive,plausible
7739,The dog tailgated the cartographer after the stenographer invoiced the provost because the kid hacked the computer.,The 1 dog + tailgated 8 the = cartographer x7913 after 5 the + stenographer 7 invoiced = the x7914 provost 8 because + the 8 kid = hacked x7915 the 4 computer.,Did the kid hack the computer?,Yes,third,three,Transitive,plausible
7740,The steelworker infuriated the postdoc after the authorities encountered the evangelist when the lady hit the bag.,The 5 steelworker + infuriated 8 the = postdoc x7917 after 8 the + authorities 5 encountered = the x7918 evangelist 3 when + the 8 lady = hit x7919 the 5 bag.,Did the lady hit the bag?,Yes,third,three,Transitive,plausible
7741,The guy kicked the door and the pharmacist defended the co-worker but the socialist deprecated the surgeon.,The 5 guy + kicked 3 the = door x7921 and 7 the + pharmacist 9 defended = the x7922 co-worker 8 but + the 6 socialist = deprecated x7923 the 6 surgeon.,Did the guy kick the door?,Yes,first,three,Transitive,plausible
7742,The student knocked the door and the saleslady investigated the geneticist when the electrician delighted the chiseler.,The 8 student + knocked 5 the = door x7925 and 4 the + saleslady 9 investigated = the x7926 geneticist 9 when + the 7 electrician = delighted x7927 the 3 chiseler.,Did the student knock on the door?,Yes,first,three,Transitive,plausible
7743,The baker made the cake and the showman intimidated the welder because the newscaster strangled the envoy.,The 9 baker + made 2 the = cake x7929 and 4 the + showman 9 intimidated = the x7930 welder 6 because + the 9 newscaster = strangled x7931 the 3 envoy.,Did the baker make the cake?,Yes,first,three,Transitive,plausible
7744,The worker pounded the metal and the petitioner startled the merchant after the neighbor quized the wholesaler.,The 9 worker + pounded 1 the = metal x7933 and 4 the + petitioner 9 startled = the x7934 merchant 8 after + the 1 neighbor = quized x7935 the 7 wholesaler.,Did the worker pound the metal?,Yes,first,three,Transitive,plausible
7745,The factory produced the smartphones but the yachtsman asked the geologist and the culprit alerted the mapmaker.,The 7 factory + produced 4 the = smartphones x7937 but 2 the + yachtsman 7 asked = the x7938 geologist 9 and + the 5 culprit = alerted x7939 the 4 mapmaker.,Did the factory produce the smartphones?,Yes,first,three,Transitive,plausible
7746,The soldiers protected the building but the partner honored the inventor when the workaholic sickened the saleslady.,The 7 soldiers + protected 8 the = building x7941 but 7 the + partner 3 honored = the x7942 inventor 8 when + the 5 workaholic = sickened x7943 the 5 saleslady.,Did the soldiers protect the building?,Yes,first,three,Transitive,plausible
7747,The boxer punched the locker but the survivor misleaded the psychopath because the minister screamed the patrolman.,The 1 boxer + punched 1 the = locker x7945 but 7 the + survivor 8 misleaded = the x7946 psychopath 5 because + the 8 minister = screamed x7947 the 5 patrolman.,Did the boxer punch the locker?,Yes,first,three,Transitive,plausible
7748,The student read the novel but the entertainer placated the pediatrician after the despot distressed the gangster.,The 8 student + read 6 the = novel x7949 but 7 the + entertainer 4 placated = the x7950 pediatrician 1 after + the 5 despot = distressed x7951 the 5 gangster.,Did the student read the novel?,Yes,first,three,Transitive,plausible
7749,The carpenter sawed the timber when the donor defeated the socialist and the envoy tailgated the paleontologist.,The 1 carpenter + sawed 8 the = timber x7953 when 7 the + donor 5 defeated = the x7954 socialist 2 and + the 5 envoy = tailgated x7955 the 8 paleontologist.,Did the carpenter saw the timber?,Yes,first,three,Transitive,plausible
7750,The firefighter saved the money when the camper aggravated the intermediary but the concierge photographed the felon.,The 6 firefighter + saved 1 the = money x7957 when 4 the + camper 2 aggravated = the x7958 intermediary 4 but + the 6 concierge = photographed x7959 the 2 felon.,Did the firefighter save the money?,Yes,first,three,Transitive,plausible
7751,The vandals shattered the window when the equestrian sickened the watchman because the russian healed the user.,The 4 vandals + shattered 6 the = window x7961 when 8 the + equestrian 8 sickened = the x7962 watchman 1 because + the 6 russian = healed x7963 the 4 user.,Did the vandals shatter the window?,Yes,first,three,Transitive,plausible
7752,The pirate slashed the sail when the fool screamed the jailor after the soprano overcharged the courier.,The 4 pirate + slashed 6 the = sail x7965 when 3 the + fool 8 screamed = the x7966 jailor 2 after + the 3 soprano = overcharged x7967 the 3 courier.,Did the pirate slash the sail?,Yes,first,three,Transitive,plausible
7753,The chef sliced the tomato because the equestrian visited the housemaid and the quarterback neglected the lyricist.,The 9 chef + sliced 1 the = tomato x7969 because 1 the + equestrian 6 visited = the x7970 housemaid 3 and + the 1 quarterback = neglected x7971 the 1 lyricist.,Did the chef slice the tomato?,Yes,first,three,Transitive,plausible
7754,The child smashed the toy car because the forester maddened the teller but the striker astounded the physicist.,The 3 child + smashed 4 the = toy x7973 car 4 because + the 8 forester = maddened x7974 the 4 teller + but 5 the = striker x7975 astounded 6 the + physicist.,Did the child smash the toy car?,Yes,first,three,Transitive,plausible
7755,The player squashed the ball because the dane asked the bodyguard when the governor goaded the showman.,The 2 player + squashed 7 the = ball x7977 because 3 the + dane 4 asked = the x7978 bodyguard 9 when + the 5 governor = goaded x7979 the 4 showman.,Did the player squash the ball?,Yes,first,three,Transitive,plausible
7756,The manager suggested the policy because the watchmaker peeved the hypnotist after the heiress healed the yachtsman.,The 5 manager + suggested 1 the = policy x7981 because 3 the + watchmaker 7 peeved = the x7982 hypnotist 9 after + the 7 heiress = healed x7983 the 3 yachtsman.,Did the manager suggest the policy?,Yes,first,three,Transitive,plausible
7757,The student skipped the party after the barkeeper noticed the sniper and the minister maddened the user.,The 8 student + skipped 8 the = party x7985 after 2 the + barkeeper 8 noticed = the x7986 sniper 3 and + the 6 minister = maddened x7987 the 8 user.,Did the student skip the party?,Yes,first,three,Transitive,plausible
7758,The artist touched the canvas after the gourmand compensated the professor but the draftsman victimized the respondent.,The 8 artist + touched 2 the = canvas x7989 after 2 the + gourmand 3 compensated = the x7990 professor 9 but + the 6 draftsman = victimized x7991 the 1 respondent.,Did the artist touch the canvas?,Yes,first,three,Transitive,plausible
7759,The chef used the blender after the trespasser poisoned the murderer because the tenor flustered the co-worker.,The 2 chef + used 6 the = blender x7993 after 2 the + trespasser 6 poisoned = the x7994 murderer 4 because + the 7 tenor = flustered x7995 the 4 co-worker.,Did the chef use the blender?,Yes,first,three,Transitive,plausible
7760,The person wasted the electricity after the prince repulsed the baroness when the caregiver watched the cabbie.,The 4 person + wasted 7 the = electricity x7997 after 5 the + prince 9 repulsed = the x7998 baroness 5 when + the 7 caregiver = watched x7999 the 1 cabbie.,Did the person waste the electricity?,Yes,first,three,Transitive,plausible
7761,The provost choked the defender and the engine assembled the mechanic but the geophysicist eyed the merchant.,The 8 provost + choked 4 the = defender x8001 and 5 the + engine 2 assembled = the x8002 mechanic 8 but + the 9 geophysicist = eyed x8003 the 9 merchant.,Did the engine assemble the mechanic?,Yes,second,three,Transitive,implausible
7762,The grouch shoved the actuary and the wire bent the tailor when the maverick rated the despot.,The 1 grouch + shoved 9 the = actuary x8005 and 9 the + wire 5 bent = the x8006 tailor 7 when + the 9 maverick = rated x8007 the 4 despot.,Did the wire bend the tailor?,Yes,second,three,Transitive,implausible
7763,The countess agitated the herder and the apple bit the child because the geneticist defeated the co-worker.,The 2 countess + agitated 8 the = herder x8009 and 7 the + apple 6 bit = the x8010 child 8 because + the 3 geneticist = defeated x8011 the 3 co-worker.,Did the apple bite the child?,Yes,second,three,Transitive,implausible
7764,The herder healed the professor and the ingredients blended the chef after the oncologist addressed the landlady.,The 6 herder + healed 7 the = professor x8013 and 1 the + ingredients 5 blended = the x8014 chef 6 after + the 9 oncologist = addressed x8015 the 1 landlady.,Did the ingredients blend the chef?,Yes,second,three,Transitive,implausible
7765,The motorcyclist represented the envoy but the statue carved the sculptor and the toolmaker followed the violist.,The 6 motorcyclist + represented 4 the = envoy x8017 but 3 the + statue 5 carved = the x8018 sculptor 6 and + the 6 toolmaker = followed x8019 the 5 violist.,Did the statue carve the sculptor?,Yes,second,three,Transitive,implausible
7766,The australian introduced the feminist but the vegetables chopped the chef when the strategist diagnosed the custodian.,The 4 australian + introduced 5 the = feminist x8021 but 7 the + vegetables 7 chopped = the x8022 chef 9 when + the 3 strategist = diagnosed x8023 the 7 custodian.,Did the vegetables chop the chef?,Yes,second,three,Transitive,implausible
7767,The cabinetmaker assuaged the sommelier but the floor cleaned the cleaner because the patent teased the landscaper.,The 8 cabinetmaker + assuaged 9 the = sommelier x8025 but 2 the + floor 1 cleaned = the x8026 cleaner 9 because + the 5 patent = teased x8027 the 4 landscaper.,Did the floor clean the cleaner?,Yes,second,three,Transitive,implausible
7768,The welder enraged the flutist but the stamps collected the collector after the cabbie filmed the appraiser.,The 1 welder + enraged 5 the = flutist x8029 but 3 the + stamps 7 collected = the x8030 collector 1 after + the 1 cabbie = filmed x8031 the 7 appraiser.,Did the stamps collect the collector?,Yes,second,three,Transitive,implausible
7769,The workaholic flustered the insider when the meat cut the butcher and the scavenger avoided the chief.,The 1 workaholic + flustered 7 the = insider x8033 when 3 the + meat 6 cut = the x8034 butcher 8 and + the 6 scavenger = avoided x8035 the 6 chief.,Did the meat cut the butcher?,Yes,second,three,Transitive,implausible
7770,The rustler esteemed the cinematographer when the landscape described the writer but the dairyman baffled the columnist.,The 9 rustler + esteemed 2 the = cinematographer x8037 when 4 the + landscape 7 described = the x8038 writer 5 but + the 3 dairyman = baffled x8039 the 8 columnist.,Did the landscape describe the writer?,Yes,second,three,Transitive,implausible
7771,The bishop overcharged the girlfriend when the building destroyed the crew because the drummer enraged the custodian.,The 3 bishop + overcharged 1 the = girlfriend x8041 when 6 the + building 5 destroyed = the x8042 crew 7 because + the 9 drummer = enraged x8043 the 9 custodian.,Did the building destroy the crew?,Yes,second,three,Transitive,implausible
7772,The sophomore acknowledged the bullfighter when the house designed the architect after the climber identified the fighter.,The 4 sophomore + acknowledged 1 the = bullfighter x8045 when 9 the + house 7 designed = the x8046 architect 3 after + the 6 climber = identified x8047 the 3 fighter.,Did the house design the architect?,Yes,second,three,Transitive,implausible
7773,The feminist mollified the clown because the cart pushed the student and the wizard maddened the crusader.,The 1 feminist + mollified 8 the = clown x8049 because 1 the + cart 8 pushed = the x8050 student 1 and + the 4 wizard = maddened x8051 the 6 crusader.,Did the cart push the student?,Yes,second,three,Transitive,implausible
7774,The protestor faced the chancellor because the portrait drew the artist but the respondent harassed the defense.,The 1 protestor + faced 8 the = chancellor x8053 because 7 the + portrait 4 drew = the x8054 artist 7 but + the 3 respondent = harassed x8055 the 1 defense.,Did the portrait draw the artist?,Yes,second,three,Transitive,implausible
7775,The oncologist poked the idiot because the concept memorized the teacher when the commissioner challenged the greek.,The 2 oncologist + poked 7 the = idiot x8057 because 2 the + concept 5 memorized = the x8058 teacher 4 when + the 6 commissioner = challenged x8059 the 8 greek.,Did the concept memorize the teacher?,Yes,second,three,Transitive,implausible
7776,The scout cursed the dissident because the metal flattened the blacksmith after the co-worker flattered the merchant.,The 9 scout + cursed 1 the = dissident x8061 because 5 the + metal 3 flattened = the x8062 blacksmith 9 after + the 9 co-worker = flattered x8063 the 6 merchant.,Did the metal flatten the blacksmith?,Yes,second,three,Transitive,implausible
