EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x25,72579 + 32859 + 85927 = x25,191365,7689,The butcher cut the meat when the shepherd teased the patrolman and the illustrator affronted the roadworker.,Did the butcher cut the meat?,Yes,first,three,Transitive,plausible
x26,37589 + 99133 + 56463 = x26,193185,7689,The butcher cut the meat when the shepherd teased the patrolman and the illustrator affronted the roadworker.,Did the butcher cut the meat?,Yes,first,three,Transitive,plausible
x28,81628 + 24408 + 78438 = x28,184474,7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
x29,26510 + 40429 + 28070 = x29,95009,7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
x31,76169 + 33213 + 33323 = x31,142705,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x32,86334 + 56774 + 10451 = x32,153559,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x34,56789 + 14931 + 35753 = x34,107473,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x35,26495 + 48461 + 53805 = x35,128761,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x37,43936 + 36602 + 25510 = x37,106048,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x38,60635 + 46191 + 65204 = x38,172030,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x40,10165 + 75507 + 69980 = x40,155652,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x41,37362 + 38627 + 16291 = x41,92280,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x43,50570 + 81087 + 86826 = x43,218483,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x44,61159 + 21426 + 29524 = x44,112109,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x46,40336 + 55033 + 59029 = x46,154398,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x47,21986 + 20340 + 96322 = x47,138648,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x49,93382 + 35695 + 81684 = x49,210761,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x50,97736 + 40324 + 11768 = x50,149828,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x52,99839 + 94277 + 63485 = x52,257601,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x53,43684 + 29424 + 51666 = x53,124774,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x55,10893 + 17859 + 40666 = x55,69418,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x56,88652 + 93596 + 86507 = x56,268755,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x58,90842 + 23268 + 49694 = x58,163804,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x59,49628 + 46645 + 35833 = x59,132106,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x61,17166 + 50305 + 48487 = x61,115958,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x62,27519 + 54484 + 60902 = x62,142905,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x64,99982 + 25642 + 54837 = x64,180461,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x65,64344 + 83105 + 13019 = x65,160468,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x67,97387 + 86738 + 11610 = x67,195735,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
x68,62783 + 39876 + 55561 = x68,158220,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
x70,52451 + 54574 + 26692 = x70,133717,7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
x71,81122 + 75419 + 54026 = x71,210567,7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
x73,49634 + 10058 + 10288 = x73,69980,7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
x74,85091 + 68864 + 29913 = x74,183868,7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
x76,98453 + 42611 + 13004 = x76,154068,7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
x77,31894 + 96379 + 46376 = x77,174649,7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
x79,85176 + 13241 + 77934 = x79,176351,7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
x80,28445 + 77278 + 80716 = x80,186439,7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
x82,50716 + 33961 + 12584 = x82,97261,7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
x83,52424 + 13556 + 59951 = x83,125931,7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
x85,22453 + 25434 + 16668 = x85,64555,7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
x86,83315 + 47302 + 75119 = x86,205736,7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
x88,51765 + 60202 + 39285 = x88,151252,7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
x89,91382 + 48192 + 65210 = x89,204784,7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
x91,21543 + 11554 + 92428 = x91,125525,7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
x92,37540 + 52708 + 46177 = x92,136425,7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
x94,84918 + 31908 + 53696 = x94,170522,7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
x95,83760 + 73364 + 90631 = x95,247755,7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
x97,59404 + 49740 + 43678 = x97,152822,7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
x98,67137 + 27562 + 73282 = x98,167981,7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
x100,74132 + 70157 + 65288 = x100,209577,7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
x101,30930 + 56110 + 87166 = x101,174206,7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
x103,74670 + 76638 + 93347 = x103,244655,7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
x104,96612 + 51543 + 31968 = x104,180123,7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
x106,86155 + 10432 + 24258 = x106,120845,7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
x107,25496 + 41153 + 71251 = x107,137900,7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
x109,78459 + 42699 + 46577 = x109,167735,7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
x110,60685 + 43246 + 39082 = x110,143013,7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
x112,29496 + 54971 + 60194 = x112,144661,7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
x113,81607 + 48178 + 47098 = x113,176883,7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
x115,10216 + 32610 + 70969 = x115,113795,7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
x116,38389 + 12386 + 72562 = x116,123337,7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
x118,82425 + 68375 + 69722 = x118,220522,7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
x119,40404 + 61856 + 78418 = x119,180678,7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
x121,55393 + 39361 + 42787 = x121,137541,7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
x122,93900 + 93058 + 40172 = x122,227130,7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
x124,91245 + 82117 + 16582 = x124,189944,7722,The zoologist recognized the embalmer and the deputy relieved the dog when the instructor bent the mat.,Did the instructor bend the mat?,Yes,third,three,Transitive,plausible
x125,42499 + 75751 + 91166 = x125,209416,7722,The zoologist recognized the embalmer and the deputy relieved the dog when the instructor bent the mat.,Did the instructor bend the mat?,Yes,third,three,Transitive,plausible
x127,75451 + 32058 + 94013 = x127,201522,7723,The telemarketer framed the linguist and the victim entertained the carrier because the child bit the chocolate.,Did the child bite the chocolate?,Yes,third,three,Transitive,plausible
x128,50147 + 30149 + 17216 = x128,97512,7723,The telemarketer framed the linguist and the victim entertained the carrier because the child bit the chocolate.,Did the child bite the chocolate?,Yes,third,three,Transitive,plausible
x130,45887 + 15985 + 86185 = x130,148057,7724,The hypnotist honored the excavator and the dramatist avoided the usurper after the bartender blended the cocktail.,Did the bartender blend the cocktail?,Yes,third,three,Transitive,plausible
x131,77338 + 66836 + 75865 = x131,220039,7724,The hypnotist honored the excavator and the dramatist avoided the usurper after the bartender blended the cocktail.,Did the bartender blend the cocktail?,Yes,third,three,Transitive,plausible
x133,93780 + 59462 + 47885 = x133,201127,7725,The chief followed the lyricist but the upholsterer antagonized the churchgoer and the girl carved the statue.,Did the girl carve the statue?,Yes,third,three,Transitive,plausible
x134,45491 + 98609 + 24577 = x134,168677,7725,The chief followed the lyricist but the upholsterer antagonized the churchgoer and the girl carved the statue.,Did the girl carve the statue?,Yes,third,three,Transitive,plausible
x136,93920 + 40443 + 42848 = x136,177211,7726,The survivor befriended the henchman but the psychiatrist placated the grocer when the chef chopped the onions.,Did the chef chop the onions?,Yes,third,three,Transitive,plausible
x137,59681 + 55215 + 63207 = x137,178103,7726,The survivor befriended the henchman but the psychiatrist placated the grocer when the chef chopped the onions.,Did the chef chop the onions?,Yes,third,three,Transitive,plausible
x139,30107 + 49418 + 25566 = x139,105091,7727,The messenger approved the tenor but the showman alerted the undergraduate because the cleaner cleaned the windows.,Did the cleaner clean the windows?,Yes,third,three,Transitive,plausible
x140,87547 + 20361 + 69518 = x140,177426,7727,The messenger approved the tenor but the showman alerted the undergraduate because the cleaner cleaned the windows.,Did the cleaner clean the windows?,Yes,third,three,Transitive,plausible
x142,18935 + 75781 + 68568 = x142,163284,7728,The pacifist overcharged the murderer but the treasurer challenged the delivery after the collector collected the coins.,Did the collector collect the coins?,Yes,third,three,Transitive,plausible
x143,86916 + 76431 + 34470 = x143,197817,7728,The pacifist overcharged the murderer but the treasurer challenged the delivery after the collector collected the coins.,Did the collector collect the coins?,Yes,third,three,Transitive,plausible
x145,15771 + 92750 + 22146 = x145,130667,7729,The upholsterer acknowledged the creditor when the sentry saluted the prima_donna and the tailor cut the fabric.,Did the tailor cut the fabric?,Yes,third,three,Transitive,plausible
x146,10675 + 66703 + 99095 = x146,176473,7729,The upholsterer acknowledged the creditor when the sentry saluted the prima_donna and the tailor cut the fabric.,Did the tailor cut the fabric?,Yes,third,three,Transitive,plausible
x148,32787 + 56224 + 84256 = x148,173267,7730,The forester mortified the defense when the patrolman buged the trespasser but the guide described the monument.,Did the guide describe the monument?,Yes,third,three,Transitive,plausible
x149,47186 + 82225 + 81159 = x149,210570,7730,The forester mortified the defense when the patrolman buged the trespasser but the guide described the monument.,Did the guide describe the monument?,Yes,third,three,Transitive,plausible
x151,74348 + 70226 + 43486 = x151,188060,7731,The physicist entertained the orthopedist when the hairdresser watched the concierge because the crew destroyed the facility.,Did the crew destroy the facility?,Yes,third,three,Transitive,plausible
x152,21711 + 76320 + 48574 = x152,146605,7731,The physicist entertained the orthopedist when the hairdresser watched the concierge because the crew destroyed the facility.,Did the crew destroy the facility?,Yes,third,three,Transitive,plausible
x154,99751 + 61662 + 25049 = x154,186462,7732,The underwriter visited the wench when the chairman chastised the waitress after the designer designed the logo.,Did the designer design the logo?,Yes,third,three,Transitive,plausible
x155,31759 + 53581 + 63815 = x155,149155,7732,The underwriter visited the wench when the chairman chastised the waitress after the designer designed the logo.,Did the designer design the logo?,Yes,third,three,Transitive,plausible
x157,13950 + 57391 + 78751 = x157,150092,7733,The diva startled the canadian because the panhandler raved the storekeeper and the student pushed the button.,Did the student push the button?,Yes,third,three,Transitive,plausible
x158,30187 + 62450 + 54802 = x158,147439,7733,The diva startled the canadian because the panhandler raved the storekeeper and the student pushed the button.,Did the student push the button?,Yes,third,three,Transitive,plausible
x160,25578 + 94082 + 79996 = x160,199656,7734,The spiritual backed the jockey because the embezzler seduced the embalmer but the artist drew the landscape.,Did the artist draw the landscape?,Yes,third,three,Transitive,plausible
x161,47802 + 31737 + 58861 = x161,138400,7734,The spiritual backed the jockey because the embezzler seduced the embalmer but the artist drew the landscape.,Did the artist draw the landscape?,Yes,third,three,Transitive,plausible
x163,78254 + 32505 + 75284 = x163,186043,7735,The revolutionary troubled the liberal because the proctor photographed the propagandist when the boy memorized the lines.,Did the boy memorize the lines?,Yes,third,three,Transitive,plausible
x164,76015 + 52629 + 42456 = x164,171100,7735,The revolutionary troubled the liberal because the proctor photographed the propagandist when the boy memorized the lines.,Did the boy memorize the lines?,Yes,third,three,Transitive,plausible
x166,82234 + 45811 + 65452 = x166,193497,7736,The minister distressed the yachtsman because the entomologist escorted the groom after the ironworker flattened the plate.,Did the ironworker flatten the plate?,Yes,third,three,Transitive,plausible
x167,64455 + 47736 + 46450 = x167,158641,7736,The minister distressed the yachtsman because the entomologist escorted the groom after the ironworker flattened the plate.,Did the ironworker flatten the plate?,Yes,third,three,Transitive,plausible
x169,49465 + 25415 + 57675 = x169,132555,7737,The dean remembered the welder after the bullfighter neglected the butler and the artist folded the crane.,Did the artist fold the crane?,Yes,third,three,Transitive,plausible
x170,28058 + 49545 + 47283 = x170,124886,7737,The dean remembered the welder after the bullfighter neglected the butler and the artist folded the crane.,Did the artist fold the crane?,Yes,third,three,Transitive,plausible
x172,95915 + 79383 + 81809 = x172,257107,7738,The emperor watched the american after the monk raved the geneticist but the blacksmith hammered the metal.,Did the blacksmith hammer the metal?,Yes,third,three,Transitive,plausible
x173,99325 + 70055 + 83146 = x173,252526,7738,The emperor watched the american after the monk raved the geneticist but the blacksmith hammered the metal.,Did the blacksmith hammer the metal?,Yes,third,three,Transitive,plausible
x175,70231 + 14614 + 94594 = x175,179439,7739,The dog tailgated the cartographer after the stenographer invoiced the provost because the kid hacked the computer.,Did the kid hack the computer?,Yes,third,three,Transitive,plausible
x176,49314 + 72149 + 80877 = x176,202340,7739,The dog tailgated the cartographer after the stenographer invoiced the provost because the kid hacked the computer.,Did the kid hack the computer?,Yes,third,three,Transitive,plausible
x178,60831 + 69429 + 67582 = x178,197842,7740,The steelworker infuriated the postdoc after the authorities encountered the evangelist when the lady hit the bag.,Did the lady hit the bag?,Yes,third,three,Transitive,plausible
x179,48249 + 55133 + 68767 = x179,172149,7740,The steelworker infuriated the postdoc after the authorities encountered the evangelist when the lady hit the bag.,Did the lady hit the bag?,Yes,third,three,Transitive,plausible
x181,15363 + 59112 + 86511 = x181,160986,7741,The guy kicked the door and the pharmacist defended the co-worker but the socialist deprecated the surgeon.,Did the guy kick the door?,Yes,first,three,Transitive,plausible
x182,69515 + 45359 + 12817 = x182,127691,7741,The guy kicked the door and the pharmacist defended the co-worker but the socialist deprecated the surgeon.,Did the guy kick the door?,Yes,first,three,Transitive,plausible
x184,60552 + 63228 + 13503 = x184,137283,7742,The student knocked the door and the saleslady investigated the geneticist when the electrician delighted the chiseler.,Did the student knock on the door?,Yes,first,three,Transitive,plausible
x185,78061 + 93930 + 47765 = x185,219756,7742,The student knocked the door and the saleslady investigated the geneticist when the electrician delighted the chiseler.,Did the student knock on the door?,Yes,first,three,Transitive,plausible
x187,32004 + 18522 + 73404 = x187,123930,7743,The baker made the cake and the showman intimidated the welder because the newscaster strangled the envoy.,Did the baker make the cake?,Yes,first,three,Transitive,plausible
x188,32709 + 87095 + 95761 = x188,215565,7743,The baker made the cake and the showman intimidated the welder because the newscaster strangled the envoy.,Did the baker make the cake?,Yes,first,three,Transitive,plausible
x190,64911 + 92277 + 79501 = x190,236689,7744,The worker pounded the metal and the petitioner startled the merchant after the neighbor quized the wholesaler.,Did the worker pound the metal?,Yes,first,three,Transitive,plausible
x191,80036 + 62593 + 96234 = x191,238863,7744,The worker pounded the metal and the petitioner startled the merchant after the neighbor quized the wholesaler.,Did the worker pound the metal?,Yes,first,three,Transitive,plausible
x193,66689 + 19051 + 80542 = x193,166282,7745,The factory produced the smartphones but the yachtsman asked the geologist and the culprit alerted the mapmaker.,Did the factory produce the smartphones?,Yes,first,three,Transitive,plausible
x194,69342 + 16368 + 61200 = x194,146910,7745,The factory produced the smartphones but the yachtsman asked the geologist and the culprit alerted the mapmaker.,Did the factory produce the smartphones?,Yes,first,three,Transitive,plausible
x196,43877 + 76609 + 76514 = x196,197000,7746,The soldiers protected the building but the partner honored the inventor when the workaholic sickened the saleslady.,Did the soldiers protect the building?,Yes,first,three,Transitive,plausible
x197,59817 + 14342 + 71122 = x197,145281,7746,The soldiers protected the building but the partner honored the inventor when the workaholic sickened the saleslady.,Did the soldiers protect the building?,Yes,first,three,Transitive,plausible
x199,95563 + 98470 + 90383 = x199,284416,7747,The boxer punched the locker but the survivor misleaded the psychopath because the minister screamed the patrolman.,Did the boxer punch the locker?,Yes,first,three,Transitive,plausible
x200,82819 + 54310 + 12373 = x200,149502,7747,The boxer punched the locker but the survivor misleaded the psychopath because the minister screamed the patrolman.,Did the boxer punch the locker?,Yes,first,three,Transitive,plausible
x202,96776 + 91034 + 71521 = x202,259331,7748,The student read the novel but the entertainer placated the pediatrician after the despot distressed the gangster.,Did the student read the novel?,Yes,first,three,Transitive,plausible
x203,47945 + 37354 + 12583 = x203,97882,7748,The student read the novel but the entertainer placated the pediatrician after the despot distressed the gangster.,Did the student read the novel?,Yes,first,three,Transitive,plausible
x205,17965 + 78052 + 77222 = x205,173239,7749,The carpenter sawed the timber when the donor defeated the socialist and the envoy tailgated the paleontologist.,Did the carpenter saw the timber?,Yes,first,three,Transitive,plausible
x206,84784 + 52489 + 16510 = x206,153783,7749,The carpenter sawed the timber when the donor defeated the socialist and the envoy tailgated the paleontologist.,Did the carpenter saw the timber?,Yes,first,three,Transitive,plausible
x208,78491 + 75363 + 10270 = x208,164124,7750,The firefighter saved the money when the camper aggravated the intermediary but the concierge photographed the felon.,Did the firefighter save the money?,Yes,first,three,Transitive,plausible
x209,31708 + 43251 + 15682 = x209,90641,7750,The firefighter saved the money when the camper aggravated the intermediary but the concierge photographed the felon.,Did the firefighter save the money?,Yes,first,three,Transitive,plausible
x211,13508 + 54343 + 44079 = x211,111930,7751,The vandals shattered the window when the equestrian sickened the watchman because the russian healed the user.,Did the vandals shatter the window?,Yes,first,three,Transitive,plausible
x212,42407 + 72098 + 48050 = x212,162555,7751,The vandals shattered the window when the equestrian sickened the watchman because the russian healed the user.,Did the vandals shatter the window?,Yes,first,three,Transitive,plausible
x214,88917 + 38490 + 43610 = x214,171017,7752,The pirate slashed the sail when the fool screamed the jailor after the soprano overcharged the courier.,Did the pirate slash the sail?,Yes,first,three,Transitive,plausible
x215,24502 + 64616 + 26418 = x215,115536,7752,The pirate slashed the sail when the fool screamed the jailor after the soprano overcharged the courier.,Did the pirate slash the sail?,Yes,first,three,Transitive,plausible
x217,57805 + 86706 + 21322 = x217,165833,7753,The chef sliced the tomato because the equestrian visited the housemaid and the quarterback neglected the lyricist.,Did the chef slice the tomato?,Yes,first,three,Transitive,plausible
x218,88682 + 82966 + 95312 = x218,266960,7753,The chef sliced the tomato because the equestrian visited the housemaid and the quarterback neglected the lyricist.,Did the chef slice the tomato?,Yes,first,three,Transitive,plausible
x220,22635 + 72393 + 28316 = x220,123344,7754,The child smashed the toy car because the forester maddened the teller but the striker astounded the physicist.,Did the child smash the toy car?,Yes,first,three,Transitive,plausible
x221,53744 + 53980 + 42588 = x221,150312,7754,The child smashed the toy car because the forester maddened the teller but the striker astounded the physicist.,Did the child smash the toy car?,Yes,first,three,Transitive,plausible
x223,37101 + 32939 + 40263 = x223,110303,7755,The player squashed the ball because the dane asked the bodyguard when the governor goaded the showman.,Did the player squash the ball?,Yes,first,three,Transitive,plausible
x224,85161 + 34779 + 69623 = x224,189563,7755,The player squashed the ball because the dane asked the bodyguard when the governor goaded the showman.,Did the player squash the ball?,Yes,first,three,Transitive,plausible
