ItemID,Context,Sentence_with_equations,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,The 3272854238 crew + destroyed 6973785246 the + building 6618706143 when = the x31 monk 1142675209 applauded + the 1644864767 executive + because 8764609813 the = consultant x32 derided 9165279389 the + waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,The 5862934912 architect + designed 3081697414 the + house 6403035745 when = the x34 bassist 8329496944 scared + the 1774682621 taxpayer + after 3225690150 the = shopper x35 assuaged 3429090110 the + bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,The 7403915535 student + pushed 1909053126 the + cart 9123942230 because = the x37 yodeler 9624996198 targeted + the 3131352760 flutist + and 2509925667 the = neighbor x38 distressed 4292558796 the + arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,The 9504730619 artist + drew 3135536370 the + portrait 5832214549 because = the x40 warlord 3799989491 disparaged + the 2570252032 webmaster + but 8525180798 the = entomologist x41 targeted 4356249723 the + usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,The 4405484215 teacher + memorized 9542060309 the + concept 6338746766 because = the x43 churchgoer 7187959407 alerted + the 1622392588 football + when 6162656546 the = mariner x44 nominated 9130168938 the + survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,The 7649905877 blacksmith + flattened 6856047060 the + metal 3049108875 because = the x46 emissary 1236096708 beated + the 1025423619 bishop + after 8787038058 the = fugitive x47 agitated 2867803047 the + upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,The 9290309009 artist + folded 5506529745 the + paper 9526319202 after = the x49 citizen 8519267183 belittled + the 4660845925 appraiser + and 6139779147 the = physicist x50 pursued 8964952428 the + understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,The 5059488362 carpenter + hammered 4430586875 the + nail 5078570307 after = the x52 sommelier 9933571025 smacked + the 4681692213 optimist + but 5942642356 the = excavator x53 followed 1390995701 the + newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,The 8193300520 hacker + hacked 1131487914 the + system 1041990773 after = the x55 crusader 8066547496 appeased + the 9427031974 husband + because 1996593004 the = fanatic x56 seduced 9285080768 the + spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,The 2449526438 boxer + hit 6240652464 the + wall 8429194538 after = the x58 parishioner 5786508975 antagonized + the 7178824555 miller + when 2608219068 the = salesman x59 nominated 8153120971 the + thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,The 2423111839 thug + quoted 3640884197 the + bricklayer 4392360089 and = the x61 player 6872444397 kicked + the 1137624995 ball + but 5331625849 the = psychologist x62 mentioned 2832201580 the + stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,The 4805457176 equestrian + aggravated 1678562271 the + understudy 4434972249 and = the x64 burglar 8925817131 knocked + the 4315355935 door + when 1649398024 the = trickster x65 accosted 8163699240 the + security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,The 4233137688 taxpayer + scorned 7270465397 the + crusader 8286794955 and = the x67 baker 2718054064 made + the 2218499282 bread + because 8417553927 the = conman x68 infuriated 6341132030 the + anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,The 5324114691 chiseler + delighted 6156160549 the + victim 2426482841 and = the x70 blacksmith 7459436302 pounded + the 8572029706 metal + after 7445840264 the = treasurer x71 spooked 8626036935 the + songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,The 4644432842 millionnaire + rated 1081117686 the + surfer 3018792771 but = the x73 factory 8570113145 produced + the 2007476079 cars + and 7292586578 the = webmaster x74 goaded 5647827304 the + clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,The 9430527417 countess + distracted 1007723425 the + executive 2302711944 but = the x76 man 7223450663 protected + the 1376176390 environment + when 7227173628 the = steelworker x77 neglected 7639737102 the + pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,The 2880729464 regular + humiliated 7394475231 the + geophysicist 9604113088 but = the x79 boxer 2609034390 punched + the 7221742014 sandbag + because 9803320022 the = neighbor x80 beated 6548689038 the + admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,The 6932087516 embalmer + photographed 1405068138 the + german 9688867779 but = the x82 boy 1411780883 read + the 4737845050 magazine + after 1315009810 the = cheerleader x83 lashed 8092604375 the + brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,The 9978695721 veteran + derided 1826986346 the + swindler 4567161882 when = the x85 carpenter 3637348701 sawed + the 1809040114 wood + and 2623769293 the = understudy x86 defended 5306778211 the + hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,The 2478407120 drug + honored 9288728733 the + hotelier 7721107578 when = the x88 firefighter 4104502169 saved + the 2492110906 life + but 7426697818 the = goalie x89 disparaged 9957527724 the + clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,The 3965952717 perpetrator + placated 5691002768 the + concierge 3205536780 when = the x91 vandal 3701010680 shattered + the 1991064110 window + because 2029792424 the = climber x92 ridiculed 3719525556 the + parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,The 7838889993 dealer + photographed 9702200421 the + canadian 4719663038 when = the x94 pirate 3762012144 slashed + the 8244017549 sail + after 6521175207 the = husband x95 astounded 1395459321 the + security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,The 6319860385 know-it-all + pated 5914542144 the + senior 5410786392 because = the x97 chef 1325325450 sliced + the 2573610725 bread + and 7903303915 the = locksmith x98 invited 7544704261 the + missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,The 8711888739 psychiatrist + fancied 4876666256 the + delivery 8360887603 because = the x100 child 7817622522 smashed + the 6163124281 toy + but 3157797093 the = veteran x101 assuaged 3265931210 the + cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,The 7487316638 pensioner + enraged 7965493199 the + miller 3073474743 because = the x103 player 3172315960 squashed + the 3148002958 ball + when 6895478941 the = intermediary x104 deceived 9595284212 the + donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,The 6840708044 botanist + shamed 3456217316 the + trendsetter 6653446083 because = the x106 boxer 7319277854 suggested + the 5516290777 idea + after 2104354949 the = inventor x107 befuddled 6369665641 the + planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,The 8796794733 zoologist + targeted 6963804553 the + warrior 7998007235 after = the x109 student 3360059511 skipped + the 7924158533 class + and 1124696791 the = fighter x110 mocked 4725807540 the + hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,The 2422714683 hitter + backed 7880313118 the + novelist 1199449918 after = the x112 artist 8860102813 touched + the 4820926716 canvas + but 1474571488 the = suspect x113 delighted 7232915519 the + wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,The 8160192401 meteorologist + dazzled 8600247595 the + hypochondriac 7164201983 after = the x115 chef 4801097781 used + the 6872426921 knife + because 8010260555 the = sommelier x116 sickened 6063106836 the + finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,The 8903927982 playwright + enticed 6539966002 the + champion 1385359961 after = the x118 person 1383391262 wasted + the 3952832025 water + when 9534626627 the = pharmacist x119 intrigued 3163745052 the + forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,The 6946843010 heiress + consulted 4967094906 the + survivor 7756202002 and = the x121 pediatrician 5768572048 followed + the 9877768669 mapmaker + but 8695534873 the = carpenter x122 assembled 8631915671 the + bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
7722,The zoologist recognized the embalmer and the deputy relieved the dog when the instructor bent the mat.,The 4773384230 zoologist + recognized 5362627556 the + embalmer 1172236741 and = the x124 deputy 2381870569 relieved + the 5039684681 dog + when 7714179106 the = instructor x125 bent 9160021842 the + mat.,Did the instructor bend the mat?,Yes,third,three,Transitive,plausible
7723,The telemarketer framed the linguist and the victim entertained the carrier because the child bit the chocolate.,The 3260049188 telemarketer + framed 9233905710 the + linguist 6882695871 and = the x127 victim 4437543308 entertained + the 3876056565 carrier + because 2044022478 the = child x128 bit 3515197738 the + chocolate.,Did the child bite the chocolate?,Yes,third,three,Transitive,plausible
7724,The hypnotist honored the excavator and the dramatist avoided the usurper after the bartender blended the cocktail.,The 3344753482 hypnotist + honored 4333873173 the + excavator 2854443311 and = the x130 dramatist 5021104847 avoided + the 8055293749 usurper + after 2095697058 the = bartender x131 blended 5609747740 the + cocktail.,Did the bartender blend the cocktail?,Yes,third,three,Transitive,plausible
7725,The chief followed the lyricist but the upholsterer antagonized the churchgoer and the girl carved the statue.,The 8126372873 chief + followed 3852030343 the + lyricist 8337597537 but = the x133 upholsterer 1132932272 antagonized + the 4653136984 churchgoer + and 8308339671 the = girl x134 carved 3158422800 the + statue.,Did the girl carve the statue?,Yes,third,three,Transitive,plausible
7726,The survivor befriended the henchman but the psychiatrist placated the grocer when the chef chopped the onions.,The 6157138743 survivor + befriended 7925755808 the + henchman 9086707218 but = the x136 psychiatrist 5706751976 placated + the 4488127624 grocer + when 4454842570 the = chef x137 chopped 2146690822 the + onions.,Did the chef chop the onions?,Yes,third,three,Transitive,plausible
7727,The messenger approved the tenor but the showman alerted the undergraduate because the cleaner cleaned the windows.,The 9893880388 messenger + approved 7358039700 the + tenor 4464000533 but = the x139 showman 3862966663 alerted + the 6502499329 undergraduate + because 5400779448 the = cleaner x140 cleaned 1279246765 the + windows.,Did the cleaner clean the windows?,Yes,third,three,Transitive,plausible
7728,The pacifist overcharged the murderer but the treasurer challenged the delivery after the collector collected the coins.,The 9651194460 pacifist + overcharged 9617975974 the + murderer 8818959047 but = the x142 treasurer 6767441270 challenged + the 8994868522 delivery + after 5399002899 the = collector x143 collected 3734458758 the + coins.,Did the collector collect the coins?,Yes,third,three,Transitive,plausible
7729,The upholsterer acknowledged the creditor when the sentry saluted the prima_donna and the tailor cut the fabric.,The 1157195084 upholsterer + acknowledged 6145342280 the + creditor 9214631551 when = the x145 sentry 2282703283 saluted + the 2555777424 prima_donna + and 4449417760 the = tailor x146 cut 6231706402 the + fabric.,Did the tailor cut the fabric?,Yes,third,three,Transitive,plausible
7730,The forester mortified the defense when the patrolman buged the trespasser but the guide described the monument.,The 4740538297 forester + mortified 7125165503 the + defense 7094668124 when = the x148 patrolman 8379412656 buged + the 6122449038 trespasser + but 8112934024 the = guide x149 described 4769923992 the + monument.,Did the guide describe the monument?,Yes,third,three,Transitive,plausible
7731,The physicist entertained the orthopedist when the hairdresser watched the concierge because the crew destroyed the facility.,The 4118760726 physicist + entertained 4559920118 the + orthopedist 6231858873 when = the x151 hairdresser 4096504557 watched + the 9140797133 concierge + because 8039558003 the = crew x152 destroyed 6309845916 the + facility.,Did the crew destroy the facility?,Yes,third,three,Transitive,plausible
7732,The underwriter visited the wench when the chairman chastised the waitress after the designer designed the logo.,The 7236988663 underwriter + visited 1643771182 the + wench 5992175920 when = the x154 chairman 6786579150 chastised + the 3674598271 waitress + after 1349306889 the = designer x155 designed 4715515359 the + logo.,Did the designer design the logo?,Yes,third,three,Transitive,plausible
7733,The diva startled the canadian because the panhandler raved the storekeeper and the student pushed the button.,The 1988444045 diva + startled 4647559536 the + canadian 7174670785 because = the x157 panhandler 4559302656 raved + the 5055496448 storekeeper + and 9969560912 the = student x158 pushed 7358766093 the + button.,Did the student push the button?,Yes,third,three,Transitive,plausible
7734,The spiritual backed the jockey because the embezzler seduced the embalmer but the artist drew the landscape.,The 4236570899 spiritual + backed 5200653990 the + jockey 3712477823 because = the x160 embezzler 4352984171 seduced + the 4356728778 embalmer + but 5754403038 the = artist x161 drew 1965425938 the + landscape.,Did the artist draw the landscape?,Yes,third,three,Transitive,plausible
7735,The revolutionary troubled the liberal because the proctor photographed the propagandist when the boy memorized the lines.,The 7021354977 revolutionary + troubled 4020473342 the + liberal 6039317679 because = the x163 proctor 1379581024 photographed + the 9747085395 propagandist + when 6476588747 the = boy x164 memorized 8456904860 the + lines.,Did the boy memorize the lines?,Yes,third,three,Transitive,plausible
7736,The minister distressed the yachtsman because the entomologist escorted the groom after the ironworker flattened the plate.,The 8172619443 minister + distressed 1764741615 the + yachtsman 3825234070 because = the x166 entomologist 7606657662 escorted + the 8761507295 groom + after 3100817007 the = ironworker x167 flattened 7232529743 the + plate.,Did the ironworker flatten the plate?,Yes,third,three,Transitive,plausible
7737,The dean remembered the welder after the bullfighter neglected the butler and the artist folded the crane.,The 2813013445 dean + remembered 5848720502 the + welder 2428683735 after = the x169 bullfighter 9103820417 neglected + the 4296952646 butler + and 6455513327 the = artist x170 folded 9808388841 the + crane.,Did the artist fold the crane?,Yes,third,three,Transitive,plausible
7738,The emperor watched the american after the monk raved the geneticist but the blacksmith hammered the metal.,The 5619933484 emperor + watched 4286955532 the + american 4131868155 after = the x172 monk 8631035180 raved + the 6932657330 geneticist + but 7506413744 the = blacksmith x173 hammered 7713342767 the + metal.,Did the blacksmith hammer the metal?,Yes,third,three,Transitive,plausible
7739,The dog tailgated the cartographer after the stenographer invoiced the provost because the kid hacked the computer.,The 4855787278 dog + tailgated 8634719068 the + cartographer 9782077208 after = the x175 stenographer 3066586784 invoiced + the 3167644105 provost + because 7977736930 the = kid x176 hacked 7794757795 the + computer.,Did the kid hack the computer?,Yes,third,three,Transitive,plausible
7740,The steelworker infuriated the postdoc after the authorities encountered the evangelist when the lady hit the bag.,The 7216434419 steelworker + infuriated 9164786360 the + postdoc 8119328484 after = the x178 authorities 7340291621 encountered + the 6730753729 evangelist + when 2511389158 the = lady x179 hit 1529679032 the + bag.,Did the lady hit the bag?,Yes,third,three,Transitive,plausible
7741,The guy kicked the door and the pharmacist defended the co-worker but the socialist deprecated the surgeon.,The 1042917175 guy + kicked 3128030014 the + door 3911008604 and = the x181 pharmacist 7518393199 defended + the 7611845781 co-worker + but 8255593376 the = socialist x182 deprecated 1803314803 the + surgeon.,Did the guy kick the door?,Yes,first,three,Transitive,plausible
7742,The student knocked the door and the saleslady investigated the geneticist when the electrician delighted the chiseler.,The 6101675633 student + knocked 3637885582 the + door 1556568691 and = the x184 saleslady 3186557655 investigated + the 1189975010 geneticist + when 3742436653 the = electrician x185 delighted 3313887023 the + chiseler.,Did the student knock on the door?,Yes,first,three,Transitive,plausible
7743,The baker made the cake and the showman intimidated the welder because the newscaster strangled the envoy.,The 3404600676 baker + made 6826060043 the + cake 4471291077 and = the x187 showman 8321856897 intimidated + the 3030521881 welder + because 6913288328 the = newscaster x188 strangled 1567973115 the + envoy.,Did the baker make the cake?,Yes,first,three,Transitive,plausible
7744,The worker pounded the metal and the petitioner startled the merchant after the neighbor quized the wholesaler.,The 1665171549 worker + pounded 3617044942 the + metal 8914634743 and = the x190 petitioner 7712236104 startled + the 3265628054 merchant + after 6195781744 the = neighbor x191 quized 7875711293 the + wholesaler.,Did the worker pound the metal?,Yes,first,three,Transitive,plausible
7745,The factory produced the smartphones but the yachtsman asked the geologist and the culprit alerted the mapmaker.,The 8517989479 factory + produced 1866287419 the + smartphones 3745869488 but = the x193 yachtsman 8892953849 asked + the 3462812606 geologist + and 8299019785 the = culprit x194 alerted 9888713581 the + mapmaker.,Did the factory produce the smartphones?,Yes,first,three,Transitive,plausible
7746,The soldiers protected the building but the partner honored the inventor when the workaholic sickened the saleslady.,The 8658265499 soldiers + protected 5560886100 the + building 8353057223 but = the x196 partner 8725474665 honored + the 3762353569 inventor + when 2630344983 the = workaholic x197 sickened 2673769140 the + saleslady.,Did the soldiers protect the building?,Yes,first,three,Transitive,plausible
7747,The boxer punched the locker but the survivor misleaded the psychopath because the minister screamed the patrolman.,The 7237237703 boxer + punched 8053562563 the + locker 1700029510 but = the x199 survivor 4345472435 misleaded + the 8526012999 psychopath + because 5895019580 the = minister x200 screamed 2576006931 the + patrolman.,Did the boxer punch the locker?,Yes,first,three,Transitive,plausible
7748,The student read the novel but the entertainer placated the pediatrician after the despot distressed the gangster.,The 5242144055 student + read 3835937548 the + novel 2329475042 but = the x202 entertainer 4514033459 placated + the 3247035715 pediatrician + after 3377362487 the = despot x203 distressed 8593687854 the + gangster.,Did the student read the novel?,Yes,first,three,Transitive,plausible
7749,The carpenter sawed the timber when the donor defeated the socialist and the envoy tailgated the paleontologist.,The 1378151050 carpenter + sawed 5781856057 the + timber 6823560618 when = the x205 donor 5117239727 defeated + the 4814299990 socialist + and 7315009631 the = envoy x206 tailgated 5898491493 the + paleontologist.,Did the carpenter saw the timber?,Yes,first,three,Transitive,plausible
7750,The firefighter saved the money when the camper aggravated the intermediary but the concierge photographed the felon.,The 6552347257 firefighter + saved 3097916030 the + money 1700626239 when = the x208 camper 3820471521 aggravated + the 5342021104 intermediary + but 3658628409 the = concierge x209 photographed 6568591594 the + felon.,Did the firefighter save the money?,Yes,first,three,Transitive,plausible
7751,The vandals shattered the window when the equestrian sickened the watchman because the russian healed the user.,The 6257046528 vandals + shattered 1333684271 the + window 4007084747 when = the x211 equestrian 5703321543 sickened + the 2490066465 watchman + because 6965425242 the = russian x212 healed 9508050544 the + user.,Did the vandals shatter the window?,Yes,first,three,Transitive,plausible
7752,The pirate slashed the sail when the fool screamed the jailor after the soprano overcharged the courier.,The 2440454913 pirate + slashed 8122896723 the + sail 7425243460 when = the x214 fool 6164809944 screamed + the 2828910355 jailor + after 6807065322 the = soprano x215 overcharged 8483495857 the + courier.,Did the pirate slash the sail?,Yes,first,three,Transitive,plausible
7753,The chef sliced the tomato because the equestrian visited the housemaid and the quarterback neglected the lyricist.,The 7769605341 chef + sliced 4785217884 the + tomato 3019957395 because = the x217 equestrian 8049067397 visited + the 2949745332 housemaid + and 8333032884 the = quarterback x218 neglected 8323211228 the + lyricist.,Did the chef slice the tomato?,Yes,first,three,Transitive,plausible
7754,The child smashed the toy car because the forester maddened the teller but the striker astounded the physicist.,The 2221205621 child + smashed 6775611821 the + toy 4850280864 car = because x220 the 6842239386 forester + maddened 4356451835 the + teller 2575510004 but = the x221 striker 1003319028 astounded + the 8859195653 physicist.,Did the child smash the toy car?,Yes,first,three,Transitive,plausible
7755,The player squashed the ball because the dane asked the bodyguard when the governor goaded the showman.,The 8396172506 player + squashed 8074876185 the + ball 9526518133 because = the x223 dane 3539673006 asked + the 1863893236 bodyguard + when 2399327755 the = governor x224 goaded 2548744052 the + showman.,Did the player squash the ball?,Yes,first,three,Transitive,plausible
7756,The manager suggested the policy because the watchmaker peeved the hypnotist after the heiress healed the yachtsman.,The 6064444971 manager + suggested 1704584804 the + policy 3124588471 because = the x226 watchmaker 1430173061 peeved + the 9896385792 hypnotist + after 3529612064 the = heiress x227 healed 7251336960 the + yachtsman.,Did the manager suggest the policy?,Yes,first,three,Transitive,plausible
7757,The student skipped the party after the barkeeper noticed the sniper and the minister maddened the user.,The 1536182800 student + skipped 2313432667 the + party 8166330172 after = the x229 barkeeper 9500486553 noticed + the 1126477712 sniper + and 8232421456 the = minister x230 maddened 2753917017 the + user.,Did the student skip the party?,Yes,first,three,Transitive,plausible
7758,The artist touched the canvas after the gourmand compensated the professor but the draftsman victimized the respondent.,The 6370925972 artist + touched 8595100401 the + canvas 3371832198 after = the x232 gourmand 8207001086 compensated + the 9563403065 professor + but 2072701669 the = draftsman x233 victimized 8891705795 the + respondent.,Did the artist touch the canvas?,Yes,first,three,Transitive,plausible
7759,The chef used the blender after the trespasser poisoned the murderer because the tenor flustered the co-worker.,The 4502168049 chef + used 9259837976 the + blender 3096157948 after = the x235 trespasser 6895289167 poisoned + the 4447908467 murderer + because 9614895676 the = tenor x236 flustered 8209817654 the + co-worker.,Did the chef use the blender?,Yes,first,three,Transitive,plausible
7760,The person wasted the electricity after the prince repulsed the baroness when the caregiver watched the cabbie.,The 2977216420 person + wasted 2470476555 the + electricity 8141488682 after = the x238 prince 2881993408 repulsed + the 4042709945 baroness + when 2219764622 the = caregiver x239 watched 6071839078 the + cabbie.,Did the person waste the electricity?,Yes,first,three,Transitive,plausible
7761,The provost choked the defender and the engine assembled the mechanic but the geophysicist eyed the merchant.,The 4792906105 provost + choked 1879720556 the + defender 1465456921 and = the x241 engine 8284733942 assembled + the 8945456456 mechanic + but 2241805623 the = geophysicist x242 eyed 6033390501 the + merchant.,Did the engine assemble the mechanic?,Yes,second,three,Transitive,implausible
7762,The grouch shoved the actuary and the wire bent the tailor when the maverick rated the despot.,The 7389315159 grouch + shoved 1086330510 the + actuary 9345679135 and = the x244 wire 8720062841 bent + the 2963051275 tailor + when 5297259583 the = maverick x245 rated 8695641496 the + despot.,Did the wire bend the tailor?,Yes,second,three,Transitive,implausible
7763,The countess agitated the herder and the apple bit the child because the geneticist defeated the co-worker.,The 2597776509 countess + agitated 9702755511 the + herder 7413168953 and = the x247 apple 6324692952 bit + the 5124382856 child + because 6317050037 the = geneticist x248 defeated 7589373785 the + co-worker.,Did the apple bite the child?,Yes,second,three,Transitive,implausible
7764,The herder healed the professor and the ingredients blended the chef after the oncologist addressed the landlady.,The 1053432969 herder + healed 5073103031 the + professor 2320436543 and = the x250 ingredients 2576624117 blended + the 5253125096 chef + after 7724712060 the = oncologist x251 addressed 2630069446 the + landlady.,Did the ingredients blend the chef?,Yes,second,three,Transitive,implausible
7765,The motorcyclist represented the envoy but the statue carved the sculptor and the toolmaker followed the violist.,The 3648093222 motorcyclist + represented 4238339710 the + envoy 6006960785 but = the x253 statue 5029980257 carved + the 3525415382 sculptor + and 8767433274 the = toolmaker x254 followed 2640510016 the + violist.,Did the statue carve the sculptor?,Yes,second,three,Transitive,implausible
7766,The australian introduced the feminist but the vegetables chopped the chef when the strategist diagnosed the custodian.,The 1024061905 australian + introduced 5206098602 the + feminist 3557841560 but = the x256 vegetables 6520101152 chopped + the 1577151783 chef + when 7687167803 the = strategist x257 diagnosed 6751801017 the + custodian.,Did the vegetables chop the chef?,Yes,second,three,Transitive,implausible
