EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x29,956051505364078303398156971942 + 904695822582301468559742694140 + 902483302738808471381122167318 = x29,2763230630685188243339021833400,7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
x31,975646028978316919963040455826 + 795700949941442844416634246589 + 317673778913771551685885160249 = x31,2089020757833531316065559862664,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x32,223228734799771568966681174403 + 570990410526469926277673024475 + 142591118459644141785017908197 = x32,936810263785885637029372107075,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x34,451088926718827575396036328516 + 943008234810234691924403879669 + 786896724295509995532938585637 = x34,2180993885824572262853378793822,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x35,787180114448948242830566660029 + 124628223471366642736423363798 + 220037544363311802305228412344 = x35,1131845882283626687872218436171,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x37,224838525833659335712181400125 + 459124823102917849984393336014 + 592876441627255224116580887913 = x37,1276839790563832409813155624052,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x38,237068140981932894520867988729 + 889240810106462885788267991976 + 294577589229623914681085738519 = x38,1420886540318019694990221719224,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x40,511049765816998235120850126602 + 376635118575708301723104674394 + 756214798094880361792340033392 = x40,1643899682487586898636294834388,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x41,667928376729729539760210361787 + 347233391409143718072490677609 + 432159689078498651287505593341 = x41,1447321457217371909120206632737,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x43,222288941302611434749222876042 + 320986533724107454788354561887 + 315187099316201742081212814155 = x43,858462574342920631618790252084,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x44,154226952530162509798697758461 + 979325238593931735954420405615 + 767572467454010169691462812751 = x44,1901124658578104415444580976827,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x46,967841041898207458945870364602 + 847542637753457129853277546046 + 423546602082284214302216185480 = x46,2238930281733948803101364096128,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x47,122033960521633588027917312481 + 232497464280565775016627877516 + 215149618705926729858004995928 = x47,569681043508126092902550185925,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x49,764069891364545327236832685837 + 992437724106543377090277764771 + 546381547106605371350760085063 = x49,2302889162577694075677870535671,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x50,236469750736296788343927262588 + 414073188764346313236616126027 + 503508391596315354609605218039 = x50,1154051331096958456190148606654,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x52,239694555448366478509143849758 + 220513836329673095106680790880 + 461986782271213183091810547692 = x52,922195174049252756707635188330,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x53,106283326223496588957017686777 + 755049434235664923370597504081 + 713299028327300673274746370449 = x53,1574631788786462185602361561307,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x55,606130363459445290330661078026 + 136651584316888758707874408747 + 176656694941649706064082633416 = x55,919438642717983755102618120189,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x56,125880556101447790324727928699 + 633693972835571561980031947289 + 238303122619974101137407403716 = x56,997877651556993453442167279704,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x58,188087375512789168241144096867 + 436836638223226759536906876893 + 401419761939751815139638220236 = x58,1026343775675767742917689193996,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x59,726640260178992892923328931811 + 994877077505084541594381558146 + 323886190952071994172069479832 = x59,2045403528636149428689779969789,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x61,779271913220828264612787663915 + 333490106707557636011496531773 + 427535115202338087906071537968 = x61,1540297135130723988530355733656,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x62,209523485725484279370645904414 + 506461682135776635121930606514 + 594380701776320659729435700661 = x62,1310365869637581574222012211589,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x64,321284792742894683097646170543 + 763586314393149275021780239266 + 729181789258385378367308364644 = x64,1814052896394429336486734774453,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x65,548806436757606042462872947864 + 792175705884542056936181189676 + 339705313173246028271458889107 = x65,1680687455815394127670513026647,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x67,451747673625131748944610270747 + 451876705233592844047389325385 + 364902835168024120243719418991 = x67,1268527214026748713235719015123,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
x68,734920202153306016468941207034 + 955727749885166829782834198306 + 263486347268291791037523369814 = x68,1954134299306764637289298775154,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
x70,804355006575366680088046059749 + 553347133468293479921381218590 + 422930854752667509169741805328 = x70,1780632994796327669179169083667,7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
x71,501413455757915499589834798080 + 296410008813007535377973206002 + 687805425654362719021831428243 = x71,1485628890225285753989639432325,7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
x73,971529303619857477722649591187 + 177818241854379556914542697676 + 696611702372710539235952515823 = x73,1845959247846947573873144804686,7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
x74,483467122074285893473816185350 + 566392316140264445837719502601 + 909712290837384994189853468031 = x74,1959571729051935333501389155982,7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
x76,965949728680739405127945093944 + 734744705029359554752810232432 + 622042819275873606064685573024 = x76,2322737252985972565945440899400,7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
x77,841162947243857195308174699461 + 292581787061580026702633822274 + 104384810364327683904208509822 = x77,1238129544669764905915017031557,7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
x79,229688977692460374617706909190 + 126120849159337014522016233029 + 331168925163020209955598166360 = x79,686978752014817599095321308579,7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
x80,513323093943060631476411122304 + 592399561330369124991974529276 + 346682682395081676884399069945 = x80,1452405337668511433352784721525,7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
x82,839801568024322587296288851987 + 354533462890762480344386386892 + 493959064041263731863630234898 = x82,1688294094956348799504305473777,7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
x83,801373820372692160245448035526 + 500332406518174136166573336672 + 941250979372855069083257212543 = x83,2242957206263721365495278584741,7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
x85,351641513299647225936548338834 + 561090150326386734885424579758 + 338513966777518702108064909096 = x85,1251245630403552662930037827688,7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
x86,435552422544284564942627291381 + 623587793046096202127481932247 + 169242892083154293333942812639 = x86,1228383107673535060404052036267,7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
x88,501357491776314263047688091901 + 647965285638793279297638131251 + 574907469723887261031578359804 = x88,1724230247138994803376904582956,7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
x89,779546006882141205811865920173 + 218399932501339849032768714365 + 462524388527155845535081115409 = x89,1460470327910636900379715749947,7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
x91,231514405022143963912731635840 + 434404468870162908996352899021 + 743125583835156002383588113157 = x91,1409044457727462875292672648018,7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
x92,609156091843659230871652149016 + 393032524564302474214998170418 + 236604156100077882088790924551 = x92,1238792772508039587175441243985,7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
x94,661574582935707598046564124947 + 670931226583273657279368775698 + 554620404712271065372765015226 = x94,1887126214231252320698697915871,7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
x95,261889876533811295723605077864 + 121391532258277286200560023515 + 781904604380554788150328960818 = x95,1165186013172643370074494062197,7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
x97,310334703391947575692263122737 + 737649032386378899828218363386 + 955632474629728301657920234820 = x97,2003616210408054777178401720943,7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
x98,318046690965939010138286481750 + 801717466825494923968817231954 + 433340506078510564578569734494 = x98,1553104663869944498685673448198,7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
x100,342295590532783357542610793958 + 309731566731248353860873146219 + 538543191050299523212525954981 = x100,1190570348314331234616009895158,7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
x101,725210936134310818093141085866 + 314212761236821151240972764092 + 247023887589356614817519701312 = x101,1286447584960488584151633551270,7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
x103,406156529024739556552912808246 + 947004313183072401003734065661 + 210646770800595723603993784378 = x103,1563807613008407681160640658285,7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
x104,946154158756172327863231787530 + 203665580402757976182535771088 + 368835351808995739410186594220 = x104,1518655090967926043455954152838,7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
x106,843423293549639676224521106172 + 436765340886166307324148549123 + 697970516517595586970396868521 = x106,1978159150953401570519066523816,7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
x107,311468230202925091499989876786 + 252106812157554479385553258381 + 376121014870831477858207800541 = x107,939696057231311048743750935708,7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
x109,802572740912406797751513907688 + 751852030231407596815164624130 + 498522564487704961706370443854 = x109,2052947335631519356273048975672,7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
x110,834742760523948513392201517883 + 557897960500431959629543568333 + 550198516116473819962677240746 = x110,1942839237140854292984422326962,7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
x112,816334226359385741463091645717 + 354017848775519546665951545863 + 955198493448905698335213449353 = x112,2125550568583810986464256640933,7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
x113,730573315546277131702960338215 + 755020074098483844979775639274 + 635855341685406989752075135392 = x113,2121448731330167966434811112881,7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
x115,305316773040843336765579564569 + 840184197452326191834791775704 + 819834329705516728927092838566 = x115,1965335300198686257527464178839,7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
x116,985849786192687997709130369189 + 450973618543182634629039719968 + 717610371622552895044830241491 = x116,2154433776358423527383000330648,7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
x118,537293155315875726395722453393 + 435708994719479626946843980325 + 804868409865174516767822352703 = x118,1777870559900529870110388786421,7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
x119,836682615771689778593800169374 + 542859558029757609097862710661 + 603023510084093246340953672534 = x119,1982565683885540634032616552569,7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
x121,401547620163250749957724904085 + 369135496917254272079282693563 + 900707675564150465736044629410 = x121,1671390792644655487773052227058,7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
x122,549134928516863538564237590894 + 898203260730463875803756752882 + 947239059508453759236924362296 = x122,2394577248755781173604918706072,7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
x124,480903910600908628086129060048 + 891215931387003570511741214469 + 763226178195928976056714563601 = x124,2135346020183841174654584838118,7722,The zoologist recognized the embalmer and the deputy relieved the dog when the instructor bent the mat.,Did the instructor bend the mat?,Yes,third,three,Transitive,plausible
x125,858459456835665092736774487260 + 837284533110020401921242552749 + 430242160910497037830983193720 = x125,2125986150856182532489000233729,7722,The zoologist recognized the embalmer and the deputy relieved the dog when the instructor bent the mat.,Did the instructor bend the mat?,Yes,third,three,Transitive,plausible
x127,423126183750680196764741750687 + 560263115994685824481398161003 + 757787019769981704491384387981 = x127,1741176319515347725737524299671,7723,The telemarketer framed the linguist and the victim entertained the carrier because the child bit the chocolate.,Did the child bite the chocolate?,Yes,third,three,Transitive,plausible
x128,866303106662612195199521217492 + 849935453866818676389345283864 + 748780624517175821687469948420 = x128,2465019185046606693276336449776,7723,The telemarketer framed the linguist and the victim entertained the carrier because the child bit the chocolate.,Did the child bite the chocolate?,Yes,third,three,Transitive,plausible
x130,856269933738040943273354107453 + 918258284309532504085395085156 + 312956135661511821247321112761 = x130,2087484353709085268606070305370,7724,The hypnotist honored the excavator and the dramatist avoided the usurper after the bartender blended the cocktail.,Did the bartender blend the cocktail?,Yes,third,three,Transitive,plausible
x131,248250553836036580365041962923 + 169045481403893000504745223530 + 482665154656980481019348190018 = x131,899961189896910061889135376471,7724,The hypnotist honored the excavator and the dramatist avoided the usurper after the bartender blended the cocktail.,Did the bartender blend the cocktail?,Yes,third,three,Transitive,plausible
x133,348311093068962727260075155789 + 218609272872472405818756799900 + 217303103539005778303648074411 = x133,784223469480440911382480030100,7725,The chief followed the lyricist but the upholsterer antagonized the churchgoer and the girl carved the statue.,Did the girl carve the statue?,Yes,third,three,Transitive,plausible
x134,610416359635849735003467811428 + 965313957641719263785745412920 + 699911712691324837014655148435 = x134,2275642029968893835803868372783,7725,The chief followed the lyricist but the upholsterer antagonized the churchgoer and the girl carved the statue.,Did the girl carve the statue?,Yes,third,three,Transitive,plausible
x136,544150749069269607940157086892 + 582567097771802117806475550856 + 266988325040437474817320344875 = x136,1393706171881509200563952982623,7726,The survivor befriended the henchman but the psychiatrist placated the grocer when the chef chopped the onions.,Did the chef chop the onions?,Yes,third,three,Transitive,plausible
x137,475870464652781241537547179195 + 184416922226374593074050780951 + 240274796258375404650573908078 = x137,900562183137531239262171868224,7726,The survivor befriended the henchman but the psychiatrist placated the grocer when the chef chopped the onions.,Did the chef chop the onions?,Yes,third,three,Transitive,plausible
x139,601785099806881421788115373582 + 195559101170124459047298953868 + 636177549383081829380025082046 = x139,1433521750360087710215439409496,7727,The messenger approved the tenor but the showman alerted the undergraduate because the cleaner cleaned the windows.,Did the cleaner clean the windows?,Yes,third,three,Transitive,plausible
x140,262602720931263020660352636227 + 231805975508043991696209142192 + 693391254862067717490455546931 = x140,1187799951301374729847017325350,7727,The messenger approved the tenor but the showman alerted the undergraduate because the cleaner cleaned the windows.,Did the cleaner clean the windows?,Yes,third,three,Transitive,plausible
x142,618484150452421925035878547215 + 574375188374020813616934525477 + 638490979768973475995836039836 = x142,1831350318595416214648649112528,7728,The pacifist overcharged the murderer but the treasurer challenged the delivery after the collector collected the coins.,Did the collector collect the coins?,Yes,third,three,Transitive,plausible
x143,463051164200966655608161143713 + 491073566353287789443734406463 + 955524507694642836072544341729 = x143,1909649238248897281124439891905,7728,The pacifist overcharged the murderer but the treasurer challenged the delivery after the collector collected the coins.,Did the collector collect the coins?,Yes,third,three,Transitive,plausible
x145,717631171916737431207096880106 + 296136683850818293273739448327 + 899155663732407751629224651113 = x145,1912923519499963476110060979546,7729,The upholsterer acknowledged the creditor when the sentry saluted the prima_donna and the tailor cut the fabric.,Did the tailor cut the fabric?,Yes,third,three,Transitive,plausible
x146,956350508133577451001049158876 + 776927087318457588454751094747 + 763838585344704272481052628996 = x146,2497116180796739311936852882619,7729,The upholsterer acknowledged the creditor when the sentry saluted the prima_donna and the tailor cut the fabric.,Did the tailor cut the fabric?,Yes,third,three,Transitive,plausible
x148,641676144234157713761408827154 + 567827772247042450316959836826 + 787788985346848563039875353774 = x148,1997292901828048727118244017754,7730,The forester mortified the defense when the patrolman buged the trespasser but the guide described the monument.,Did the guide describe the monument?,Yes,third,three,Transitive,plausible
x149,251889970003605683538198672817 + 620960451929602095855297470806 + 198439455482125276442821708599 = x149,1071289877415333055836317852222,7730,The forester mortified the defense when the patrolman buged the trespasser but the guide described the monument.,Did the guide describe the monument?,Yes,third,three,Transitive,plausible
x151,950428011533078934712552778933 + 423222937360227700929965248731 + 935117718663746707846231655721 = x151,2308768667557053343488749683385,7731,The physicist entertained the orthopedist when the hairdresser watched the concierge because the crew destroyed the facility.,Did the crew destroy the facility?,Yes,third,three,Transitive,plausible
x152,761601531621863719325792883687 + 874794787489258651251100640334 + 962031219193017660919743222569 = x152,2598427538304140031496636746590,7731,The physicist entertained the orthopedist when the hairdresser watched the concierge because the crew destroyed the facility.,Did the crew destroy the facility?,Yes,third,three,Transitive,plausible
x154,989403944124866124307882146432 + 791448775857525703841833071991 + 184318437755472377066074604803 = x154,1965171157737864205215789823226,7732,The underwriter visited the wench when the chairman chastised the waitress after the designer designed the logo.,Did the designer design the logo?,Yes,third,three,Transitive,plausible
x155,640853046042140545971167422379 + 308161451253753267033467564186 + 885224455863752265144964534121 = x155,1834238953159646078149599520686,7732,The underwriter visited the wench when the chairman chastised the waitress after the designer designed the logo.,Did the designer design the logo?,Yes,third,three,Transitive,plausible
x157,507257900242857282797426191967 + 183647107520069865643817393037 + 934274542571033161516953343813 = x157,1625179550333960309958196928817,7733,The diva startled the canadian because the panhandler raved the storekeeper and the student pushed the button.,Did the student push the button?,Yes,third,three,Transitive,plausible
x158,459587141286832208036897343618 + 647350191491339557125267440889 + 256512492419142618339733343733 = x158,1363449825197314383501898128240,7733,The diva startled the canadian because the panhandler raved the storekeeper and the student pushed the button.,Did the student push the button?,Yes,third,three,Transitive,plausible
x160,499373526417962982313884343118 + 394443410685487075856861520023 + 633751341479972544575482953565 = x160,1527568278583422602746228816706,7734,The spiritual backed the jockey because the embezzler seduced the embalmer but the artist drew the landscape.,Did the artist draw the landscape?,Yes,third,three,Transitive,plausible
x161,302689519364829653527636578488 + 213087925890409997386311396056 + 302302196514152741294618773003 = x161,818079641769392392208566747547,7734,The spiritual backed the jockey because the embezzler seduced the embalmer but the artist drew the landscape.,Did the artist draw the landscape?,Yes,third,three,Transitive,plausible
x163,655136105069861152500399220525 + 147006226312457005553586411049 + 777085406966476517779951581828 = x163,1579227738348794675833937213402,7735,The revolutionary troubled the liberal because the proctor photographed the propagandist when the boy memorized the lines.,Did the boy memorize the lines?,Yes,third,three,Transitive,plausible
x164,374383931297958320133325151027 + 532872127038089260579639724074 + 268708194707099185411100998737 = x164,1175964253043146766124065873838,7735,The revolutionary troubled the liberal because the proctor photographed the propagandist when the boy memorized the lines.,Did the boy memorize the lines?,Yes,third,three,Transitive,plausible
