ItemID,Context,Sentence_with_equations,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
7727,The messenger approved the tenor but the showman alerted the undergraduate because the cleaner cleaned the windows.,The 9 messenger + approved 8 the + tenor 5 but = the x139 showman 1 alerted + the 3 undergraduate + because 7 the = cleaner x140 cleaned 8 the + windows.,Did the cleaner clean the windows?,Yes,third,three,Transitive,plausible
7728,The pacifist overcharged the murderer but the treasurer challenged the delivery after the collector collected the coins.,The 2 pacifist + overcharged 3 the + murderer 1 but = the x142 treasurer 4 challenged + the 1 delivery + after 5 the = collector x143 collected 8 the + coins.,Did the collector collect the coins?,Yes,third,three,Transitive,plausible
7729,The upholsterer acknowledged the creditor when the sentry saluted the prima_donna and the tailor cut the fabric.,The 3 upholsterer + acknowledged 8 the + creditor 1 when = the x145 sentry 2 saluted + the 8 prima_donna + and 5 the = tailor x146 cut 9 the + fabric.,Did the tailor cut the fabric?,Yes,third,three,Transitive,plausible
7730,The forester mortified the defense when the patrolman buged the trespasser but the guide described the monument.,The 5 forester + mortified 6 the + defense 5 when = the x148 patrolman 7 buged + the 8 trespasser + but 1 the = guide x149 described 6 the + monument.,Did the guide describe the monument?,Yes,third,three,Transitive,plausible
7731,The physicist entertained the orthopedist when the hairdresser watched the concierge because the crew destroyed the facility.,The 4 physicist + entertained 9 the + orthopedist 7 when = the x151 hairdresser 4 watched + the 2 concierge + because 8 the = crew x152 destroyed 6 the + facility.,Did the crew destroy the facility?,Yes,third,three,Transitive,plausible
7732,The underwriter visited the wench when the chairman chastised the waitress after the designer designed the logo.,The 8 underwriter + visited 1 the + wench 5 when = the x154 chairman 4 chastised + the 2 waitress + after 2 the = designer x155 designed 7 the + logo.,Did the designer design the logo?,Yes,third,three,Transitive,plausible
7733,The diva startled the canadian because the panhandler raved the storekeeper and the student pushed the button.,The 8 diva + startled 7 the + canadian 1 because = the x157 panhandler 6 raved + the 7 storekeeper + and 8 the = student x158 pushed 5 the + button.,Did the student push the button?,Yes,third,three,Transitive,plausible
7734,The spiritual backed the jockey because the embezzler seduced the embalmer but the artist drew the landscape.,The 4 spiritual + backed 3 the + jockey 6 because = the x160 embezzler 3 seduced + the 7 embalmer + but 5 the = artist x161 drew 5 the + landscape.,Did the artist draw the landscape?,Yes,third,three,Transitive,plausible
7735,The revolutionary troubled the liberal because the proctor photographed the propagandist when the boy memorized the lines.,The 1 revolutionary + troubled 9 the + liberal 9 because = the x163 proctor 6 photographed + the 9 propagandist + when 3 the = boy x164 memorized 1 the + lines.,Did the boy memorize the lines?,Yes,third,three,Transitive,plausible
7736,The minister distressed the yachtsman because the entomologist escorted the groom after the ironworker flattened the plate.,The 5 minister + distressed 6 the + yachtsman 4 because = the x166 entomologist 1 escorted + the 8 groom + after 3 the = ironworker x167 flattened 6 the + plate.,Did the ironworker flatten the plate?,Yes,third,three,Transitive,plausible
7737,The dean remembered the welder after the bullfighter neglected the butler and the artist folded the crane.,The 7 dean + remembered 2 the + welder 5 after = the x169 bullfighter 2 neglected + the 9 butler + and 9 the = artist x170 folded 9 the + crane.,Did the artist fold the crane?,Yes,third,three,Transitive,plausible
7738,The emperor watched the american after the monk raved the geneticist but the blacksmith hammered the metal.,The 5 emperor + watched 3 the + american 3 after = the x172 monk 7 raved + the 6 geneticist + but 8 the = blacksmith x173 hammered 1 the + metal.,Did the blacksmith hammer the metal?,Yes,third,three,Transitive,plausible
7739,The dog tailgated the cartographer after the stenographer invoiced the provost because the kid hacked the computer.,The 1 dog + tailgated 4 the + cartographer 1 after = the x175 stenographer 7 invoiced + the 2 provost + because 9 the = kid x176 hacked 4 the + computer.,Did the kid hack the computer?,Yes,third,three,Transitive,plausible
7740,The steelworker infuriated the postdoc after the authorities encountered the evangelist when the lady hit the bag.,The 8 steelworker + infuriated 4 the + postdoc 8 after = the x178 authorities 1 encountered + the 6 evangelist + when 2 the = lady x179 hit 3 the + bag.,Did the lady hit the bag?,Yes,third,three,Transitive,plausible
7741,The guy kicked the door and the pharmacist defended the co-worker but the socialist deprecated the surgeon.,The 2 guy + kicked 2 the + door 4 and = the x181 pharmacist 2 defended + the 9 co-worker + but 5 the = socialist x182 deprecated 6 the + surgeon.,Did the guy kick the door?,Yes,first,three,Transitive,plausible
7742,The student knocked the door and the saleslady investigated the geneticist when the electrician delighted the chiseler.,The 2 student + knocked 4 the + door 6 and = the x184 saleslady 6 investigated + the 9 geneticist + when 1 the = electrician x185 delighted 4 the + chiseler.,Did the student knock on the door?,Yes,first,three,Transitive,plausible
7743,The baker made the cake and the showman intimidated the welder because the newscaster strangled the envoy.,The 1 baker + made 7 the + cake 4 and = the x187 showman 7 intimidated + the 2 welder + because 2 the = newscaster x188 strangled 7 the + envoy.,Did the baker make the cake?,Yes,first,three,Transitive,plausible
7744,The worker pounded the metal and the petitioner startled the merchant after the neighbor quized the wholesaler.,The 4 worker + pounded 9 the + metal 6 and = the x190 petitioner 6 startled + the 3 merchant + after 2 the = neighbor x191 quized 8 the + wholesaler.,Did the worker pound the metal?,Yes,first,three,Transitive,plausible
7745,The factory produced the smartphones but the yachtsman asked the geologist and the culprit alerted the mapmaker.,The 7 factory + produced 5 the + smartphones 7 but = the x193 yachtsman 6 asked + the 2 geologist + and 5 the = culprit x194 alerted 8 the + mapmaker.,Did the factory produce the smartphones?,Yes,first,three,Transitive,plausible
7746,The soldiers protected the building but the partner honored the inventor when the workaholic sickened the saleslady.,The 3 soldiers + protected 2 the + building 7 but = the x196 partner 1 honored + the 3 inventor + when 2 the = workaholic x197 sickened 4 the + saleslady.,Did the soldiers protect the building?,Yes,first,three,Transitive,plausible
7747,The boxer punched the locker but the survivor misleaded the psychopath because the minister screamed the patrolman.,The 8 boxer + punched 9 the + locker 4 but = the x199 survivor 7 misleaded + the 1 psychopath + because 3 the = minister x200 screamed 3 the + patrolman.,Did the boxer punch the locker?,Yes,first,three,Transitive,plausible
7748,The student read the novel but the entertainer placated the pediatrician after the despot distressed the gangster.,The 4 student + read 7 the + novel 3 but = the x202 entertainer 5 placated + the 6 pediatrician + after 3 the = despot x203 distressed 2 the + gangster.,Did the student read the novel?,Yes,first,three,Transitive,plausible
7749,The carpenter sawed the timber when the donor defeated the socialist and the envoy tailgated the paleontologist.,The 9 carpenter + sawed 5 the + timber 4 when = the x205 donor 4 defeated + the 3 socialist + and 3 the = envoy x206 tailgated 5 the + paleontologist.,Did the carpenter saw the timber?,Yes,first,three,Transitive,plausible
7750,The firefighter saved the money when the camper aggravated the intermediary but the concierge photographed the felon.,The 6 firefighter + saved 7 the + money 9 when = the x208 camper 1 aggravated + the 3 intermediary + but 8 the = concierge x209 photographed 1 the + felon.,Did the firefighter save the money?,Yes,first,three,Transitive,plausible
7751,The vandals shattered the window when the equestrian sickened the watchman because the russian healed the user.,The 6 vandals + shattered 3 the + window 4 when = the x211 equestrian 7 sickened + the 5 watchman + because 6 the = russian x212 healed 4 the + user.,Did the vandals shatter the window?,Yes,first,three,Transitive,plausible
7752,The pirate slashed the sail when the fool screamed the jailor after the soprano overcharged the courier.,The 4 pirate + slashed 1 the + sail 2 when = the x214 fool 8 screamed + the 9 jailor + after 4 the = soprano x215 overcharged 5 the + courier.,Did the pirate slash the sail?,Yes,first,three,Transitive,plausible
7753,The chef sliced the tomato because the equestrian visited the housemaid and the quarterback neglected the lyricist.,The 5 chef + sliced 9 the + tomato 7 because = the x217 equestrian 6 visited + the 7 housemaid + and 4 the = quarterback x218 neglected 7 the + lyricist.,Did the chef slice the tomato?,Yes,first,three,Transitive,plausible
7754,The child smashed the toy car because the forester maddened the teller but the striker astounded the physicist.,The 6 child + smashed 2 the + toy 1 car = because x220 the 2 forester + maddened 3 the + teller 9 but = the x221 striker 1 astounded + the 5 physicist.,Did the child smash the toy car?,Yes,first,three,Transitive,plausible
7755,The player squashed the ball because the dane asked the bodyguard when the governor goaded the showman.,The 7 player + squashed 2 the + ball 7 because = the x223 dane 3 asked + the 7 bodyguard + when 4 the = governor x224 goaded 8 the + showman.,Did the player squash the ball?,Yes,first,three,Transitive,plausible
7756,The manager suggested the policy because the watchmaker peeved the hypnotist after the heiress healed the yachtsman.,The 5 manager + suggested 7 the + policy 6 because = the x226 watchmaker 5 peeved + the 5 hypnotist + after 4 the = heiress x227 healed 6 the + yachtsman.,Did the manager suggest the policy?,Yes,first,three,Transitive,plausible
7757,The student skipped the party after the barkeeper noticed the sniper and the minister maddened the user.,The 3 student + skipped 6 the + party 6 after = the x229 barkeeper 5 noticed + the 5 sniper + and 3 the = minister x230 maddened 8 the + user.,Did the student skip the party?,Yes,first,three,Transitive,plausible
7758,The artist touched the canvas after the gourmand compensated the professor but the draftsman victimized the respondent.,The 5 artist + touched 9 the + canvas 1 after = the x232 gourmand 1 compensated + the 4 professor + but 6 the = draftsman x233 victimized 6 the + respondent.,Did the artist touch the canvas?,Yes,first,three,Transitive,plausible
7759,The chef used the blender after the trespasser poisoned the murderer because the tenor flustered the co-worker.,The 4 chef + used 8 the + blender 4 after = the x235 trespasser 9 poisoned + the 9 murderer + because 5 the = tenor x236 flustered 4 the + co-worker.,Did the chef use the blender?,Yes,first,three,Transitive,plausible
7760,The person wasted the electricity after the prince repulsed the baroness when the caregiver watched the cabbie.,The 2 person + wasted 7 the + electricity 8 after = the x238 prince 4 repulsed + the 9 baroness + when 5 the = caregiver x239 watched 5 the + cabbie.,Did the person waste the electricity?,Yes,first,three,Transitive,plausible
7761,The provost choked the defender and the engine assembled the mechanic but the geophysicist eyed the merchant.,The 7 provost + choked 8 the + defender 6 and = the x241 engine 7 assembled + the 9 mechanic + but 4 the = geophysicist x242 eyed 3 the + merchant.,Did the engine assemble the mechanic?,Yes,second,three,Transitive,implausible
7762,The grouch shoved the actuary and the wire bent the tailor when the maverick rated the despot.,The 5 grouch + shoved 6 the + actuary 3 and = the x244 wire 8 bent + the 3 tailor + when 6 the = maverick x245 rated 5 the + despot.,Did the wire bend the tailor?,Yes,second,three,Transitive,implausible
7763,The countess agitated the herder and the apple bit the child because the geneticist defeated the co-worker.,The 8 countess + agitated 9 the + herder 2 and = the x247 apple 3 bit + the 2 child + because 4 the = geneticist x248 defeated 2 the + co-worker.,Did the apple bite the child?,Yes,second,three,Transitive,implausible
7764,The herder healed the professor and the ingredients blended the chef after the oncologist addressed the landlady.,The 1 herder + healed 1 the + professor 8 and = the x250 ingredients 3 blended + the 2 chef + after 3 the = oncologist x251 addressed 1 the + landlady.,Did the ingredients blend the chef?,Yes,second,three,Transitive,implausible
7765,The motorcyclist represented the envoy but the statue carved the sculptor and the toolmaker followed the violist.,The 6 motorcyclist + represented 9 the + envoy 9 but = the x253 statue 5 carved + the 6 sculptor + and 7 the = toolmaker x254 followed 9 the + violist.,Did the statue carve the sculptor?,Yes,second,three,Transitive,implausible
7766,The australian introduced the feminist but the vegetables chopped the chef when the strategist diagnosed the custodian.,The 3 australian + introduced 4 the + feminist 7 but = the x256 vegetables 2 chopped + the 2 chef + when 6 the = strategist x257 diagnosed 8 the + custodian.,Did the vegetables chop the chef?,Yes,second,three,Transitive,implausible
7767,The cabinetmaker assuaged the sommelier but the floor cleaned the cleaner because the patent teased the landscaper.,The 8 cabinetmaker + assuaged 5 the + sommelier 4 but = the x259 floor 4 cleaned + the 2 cleaner + because 7 the = patent x260 teased 9 the + landscaper.,Did the floor clean the cleaner?,Yes,second,three,Transitive,implausible
7768,The welder enraged the flutist but the stamps collected the collector after the cabbie filmed the appraiser.,The 7 welder + enraged 1 the + flutist 9 but = the x262 stamps 8 collected + the 1 collector + after 6 the = cabbie x263 filmed 6 the + appraiser.,Did the stamps collect the collector?,Yes,second,three,Transitive,implausible
7769,The workaholic flustered the insider when the meat cut the butcher and the scavenger avoided the chief.,The 4 workaholic + flustered 9 the + insider 1 when = the x265 meat 8 cut + the 1 butcher + and 2 the = scavenger x266 avoided 7 the + chief.,Did the meat cut the butcher?,Yes,second,three,Transitive,implausible
7770,The rustler esteemed the cinematographer when the landscape described the writer but the dairyman baffled the columnist.,The 7 rustler + esteemed 7 the + cinematographer 7 when = the x268 landscape 8 described + the 2 writer + but 1 the = dairyman x269 baffled 2 the + columnist.,Did the landscape describe the writer?,Yes,second,three,Transitive,implausible
7771,The bishop overcharged the girlfriend when the building destroyed the crew because the drummer enraged the custodian.,The 8 bishop + overcharged 2 the + girlfriend 4 when = the x271 building 1 destroyed + the 4 crew + because 1 the = drummer x272 enraged 2 the + custodian.,Did the building destroy the crew?,Yes,second,three,Transitive,implausible
7772,The sophomore acknowledged the bullfighter when the house designed the architect after the climber identified the fighter.,The 2 sophomore + acknowledged 8 the + bullfighter 2 when = the x274 house 3 designed + the 4 architect + after 6 the = climber x275 identified 2 the + fighter.,Did the house design the architect?,Yes,second,three,Transitive,implausible
7773,The feminist mollified the clown because the cart pushed the student and the wizard maddened the crusader.,The 5 feminist + mollified 2 the + clown 2 because = the x277 cart 7 pushed + the 2 student + and 3 the = wizard x278 maddened 1 the + crusader.,Did the cart push the student?,Yes,second,three,Transitive,implausible
7774,The protestor faced the chancellor because the portrait drew the artist but the respondent harassed the defense.,The 2 protestor + faced 2 the + chancellor 8 because = the x280 portrait 1 drew + the 2 artist + but 2 the = respondent x281 harassed 2 the + defense.,Did the portrait draw the artist?,Yes,second,three,Transitive,implausible
7775,The oncologist poked the idiot because the concept memorized the teacher when the commissioner challenged the greek.,The 2 oncologist + poked 6 the + idiot 8 because = the x283 concept 1 memorized + the 5 teacher + when 1 the = commissioner x284 challenged 5 the + greek.,Did the concept memorize the teacher?,Yes,second,three,Transitive,implausible
7776,The scout cursed the dissident because the metal flattened the blacksmith after the co-worker flattered the merchant.,The 1 scout + cursed 3 the + dissident 7 because = the x286 metal 2 flattened + the 1 blacksmith + after 1 the = co-worker x287 flattered 1 the + merchant.,Did the metal flatten the blacksmith?,Yes,second,three,Transitive,implausible
7777,The flutist undermined the excavator after the paper folded the artist and the bride wounded the atheist.,The 8 flutist + undermined 2 the + excavator 9 after = the x289 paper 6 folded + the 9 artist + and 9 the = bride x290 wounded 3 the + atheist.,Did the paper fold the artist?,Yes,second,three,Transitive,implausible
7778,The sportscaster accused the soundman after the nail hammered the carpenter but the hero mortified the victim.,The 3 sportscaster + accused 7 the + soundman 5 after = the x292 nail 3 hammered + the 5 carpenter + but 3 the = hero x293 mortified 7 the + victim.,Did the nail hammer the carpenter?,Yes,second,three,Transitive,implausible
7779,The taxpayer judged the countess after the system hacked the hacker because the auditor invoiced the plumber.,The 1 taxpayer + judged 1 the + countess 1 after = the x295 system 8 hacked + the 1 hacker + because 7 the = auditor x296 invoiced 2 the + plumber.,Did the system hack the hacker?,Yes,second,three,Transitive,implausible
