ItemID,Context,Sentence_with_equations,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,The 975646028978316919963040455826 crew + destroyed 795700949941442844416634246589 the + building 317673778913771551685885160249 when = the x31 monk 223228734799771568966681174403 applauded + the 570990410526469926277673024475 executive + because 142591118459644141785017908197 the = consultant x32 derided 410248571095448221835744080633 the + waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,The 451088926718827575396036328516 architect + designed 943008234810234691924403879669 the + house 786896724295509995532938585637 when = the x34 bassist 787180114448948242830566660029 scared + the 124628223471366642736423363798 taxpayer + after 220037544363311802305228412344 the = shopper x35 assuaged 162315503345558046172505423600 the + bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,The 224838525833659335712181400125 student + pushed 459124823102917849984393336014 the + cart 592876441627255224116580887913 because = the x37 yodeler 237068140981932894520867988729 targeted + the 889240810106462885788267991976 flutist + and 294577589229623914681085738519 the = neighbor x38 distressed 339461560981913166437614330333 the + arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,The 511049765816998235120850126602 artist + drew 376635118575708301723104674394 the + portrait 756214798094880361792340033392 because = the x40 warlord 667928376729729539760210361787 disparaged + the 347233391409143718072490677609 webmaster + but 432159689078498651287505593341 the = entomologist x41 targeted 287197370486276394413243731720 the + usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,The 222288941302611434749222876042 teacher + memorized 320986533724107454788354561887 the + concept 315187099316201742081212814155 because = the x43 churchgoer 154226952530162509798697758461 alerted + the 979325238593931735954420405615 football + when 767572467454010169691462812751 the = mariner x44 nominated 452878471209752211715639963107 the + survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,The 967841041898207458945870364602 blacksmith + flattened 847542637753457129853277546046 the + metal 423546602082284214302216185480 because = the x46 emissary 122033960521633588027917312481 beated + the 232497464280565775016627877516 bishop + after 215149618705926729858004995928 the = fugitive x47 agitated 406635234146253579170840289455 the + upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,The 764069891364545327236832685837 artist + folded 992437724106543377090277764771 the + paper 546381547106605371350760085063 after = the x49 citizen 236469750736296788343927262588 belittled + the 414073188764346313236616126027 appraiser + and 503508391596315354609605218039 the = physicist x50 pursued 360242648398952762062211532877 the + understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,The 239694555448366478509143849758 carpenter + hammered 220513836329673095106680790880 the + nail 461986782271213183091810547692 after = the x52 sommelier 106283326223496588957017686777 smacked + the 755049434235664923370597504081 optimist + but 713299028327300673274746370449 the = excavator x53 followed 232740238139607343866825364680 the + newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,The 606130363459445290330661078026 hacker + hacked 136651584316888758707874408747 the + system 176656694941649706064082633416 after = the x55 crusader 125880556101447790324727928699 appeased + the 633693972835571561980031947289 husband + because 238303122619974101137407403716 the = fanatic x56 seduced 759827022287009182386576165607 the + spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,The 188087375512789168241144096867 boxer + hit 436836638223226759536906876893 the + wall 401419761939751815139638220236 after = the x58 parishioner 726640260178992892923328931811 antagonized + the 994877077505084541594381558146 miller + when 323886190952071994172069479832 the = salesman x59 nominated 219404654730268951850464573791 the + thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,The 779271913220828264612787663915 thug + quoted 333490106707557636011496531773 the + bricklayer 427535115202338087906071537968 and = the x61 player 209523485725484279370645904414 kicked + the 506461682135776635121930606514 ball + but 594380701776320659729435700661 the = psychologist x62 mentioned 616652560052204397318610005287 the + stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,The 321284792742894683097646170543 equestrian + aggravated 763586314393149275021780239266 the + understudy 729181789258385378367308364644 and = the x64 burglar 548806436757606042462872947864 knocked + the 792175705884542056936181189676 door + when 339705313173246028271458889107 the = trickster x65 accosted 552143578516026991344178312399 the + security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,The 451747673625131748944610270747 taxpayer + scorned 451876705233592844047389325385 the + crusader 364902835168024120243719418991 and = the x67 baker 734920202153306016468941207034 made + the 955727749885166829782834198306 bread + because 263486347268291791037523369814 the = conman x68 infuriated 821881183141743473023416269992 the + anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
7704,The chiseler delighted the victim and the blacksmith pounded the metal after the treasurer spooked the songwriter.,The 804355006575366680088046059749 chiseler + delighted 553347133468293479921381218590 the + victim 422930854752667509169741805328 and = the x70 blacksmith 501413455757915499589834798080 pounded + the 296410008813007535377973206002 metal + after 687805425654362719021831428243 the = treasurer x71 spooked 653142254025985497061822724225 the + songwriter.,Did the blacksmith pound the metal?,Yes,second,three,Transitive,plausible
7705,The millionnaire rated the surfer but the factory produced the cars and the webmaster goaded the clown.,The 971529303619857477722649591187 millionnaire + rated 177818241854379556914542697676 the + surfer 696611702372710539235952515823 but = the x73 factory 483467122074285893473816185350 produced + the 566392316140264445837719502601 cars + and 909712290837384994189853468031 the = webmaster x74 goaded 305112568730137372761509572025 the + clown.,Did the factory produce the cars?,Yes,second,three,Transitive,plausible
7706,The countess distracted the executive but the man protected the environment when the steelworker neglected the pole.,The 965949728680739405127945093944 countess + distracted 734744705029359554752810232432 the + executive 622042819275873606064685573024 but = the x76 man 841162947243857195308174699461 protected + the 292581787061580026702633822274 environment + when 104384810364327683904208509822 the = steelworker x77 neglected 156992477742257227152836882056 the + pole.,Did the man protect the environment?,Yes,second,three,Transitive,plausible
7707,The regular humiliated the geophysicist but the boxer punched the sandbag because the neighbor beated the admiral.,The 229688977692460374617706909190 regular + humiliated 126120849159337014522016233029 the + geophysicist 331168925163020209955598166360 but = the x79 boxer 513323093943060631476411122304 punched + the 592399561330369124991974529276 sandbag + because 346682682395081676884399069945 the = neighbor x80 beated 498815758097547287979108488096 the + admiral.,Did the boxer punch the sandbag?,Yes,second,three,Transitive,plausible
7708,The embalmer photographed the german but the boy read the magazine after the cheerleader lashed the brewer.,The 839801568024322587296288851987 embalmer + photographed 354533462890762480344386386892 the + german 493959064041263731863630234898 but = the x82 boy 801373820372692160245448035526 read + the 500332406518174136166573336672 magazine + after 941250979372855069083257212543 the = cheerleader x83 lashed 300797928211586458791967344906 the + brewer.,Did the boy read the magazine?,Yes,second,three,Transitive,plausible
7709,The veteran derided the swindler when the carpenter sawed the wood and the understudy defended the hitter.,The 351641513299647225936548338834 veteran + derided 561090150326386734885424579758 the + swindler 338513966777518702108064909096 when = the x85 carpenter 435552422544284564942627291381 sawed + the 623587793046096202127481932247 wood + and 169242892083154293333942812639 the = understudy x86 defended 954143903801858018035806962630 the + hitter.,Did the carpenter saw the wood?,Yes,second,three,Transitive,plausible
7710,The drug honored the hotelier when the firefighter saved the life but the goalie disparaged the clown.,The 501357491776314263047688091901 drug + honored 647965285638793279297638131251 the + hotelier 574907469723887261031578359804 when = the x88 firefighter 779546006882141205811865920173 saved + the 218399932501339849032768714365 life + but 462524388527155845535081115409 the = goalie x89 disparaged 799004648285126567060928958084 the + clown.,Did the firefighter save the life?,Yes,second,three,Transitive,plausible
7711,The perpetrator placated the concierge when the vandal shattered the window because the climber ridiculed the parachutist.,The 231514405022143963912731635840 perpetrator + placated 434404468870162908996352899021 the + concierge 743125583835156002383588113157 when = the x91 vandal 609156091843659230871652149016 shattered + the 393032524564302474214998170418 window + because 236604156100077882088790924551 the = climber x92 ridiculed 788398803759724973142573755688 the + parachutist.,Did the vandal shatter the window?,Yes,second,three,Transitive,plausible
7712,The dealer photographed the canadian when the pirate slashed the sail after the husband astounded the security.,The 661574582935707598046564124947 dealer + photographed 670931226583273657279368775698 the + canadian 554620404712271065372765015226 when = the x94 pirate 261889876533811295723605077864 slashed + the 121391532258277286200560023515 sail + after 781904604380554788150328960818 the = husband x95 astounded 268552837861117912393875755788 the + security.,Did the pirate slash the sail?,Yes,second,three,Transitive,plausible
7713,The know-it-all pated the senior because the chef sliced the bread and the locksmith invited the missionary.,The 310334703391947575692263122737 know-it-all + pated 737649032386378899828218363386 the + senior 955632474629728301657920234820 because = the x97 chef 318046690965939010138286481750 sliced + the 801717466825494923968817231954 bread + and 433340506078510564578569734494 the = locksmith x98 invited 629157073092928562751027853989 the + missionary.,Did the chef slice the bread?,Yes,second,three,Transitive,plausible
7714,The psychiatrist fancied the delivery because the child smashed the toy but the veteran assuaged the cobbler.,The 342295590532783357542610793958 psychiatrist + fancied 309731566731248353860873146219 the + delivery 538543191050299523212525954981 because = the x100 child 725210936134310818093141085866 smashed + the 314212761236821151240972764092 toy + but 247023887589356614817519701312 the = veteran x101 assuaged 337190688699375762448422245667 the + cobbler.,Did the child smash the toy?,Yes,second,three,Transitive,plausible
7715,The pensioner enraged the miller because the player squashed the ball when the intermediary deceived the donor.,The 406156529024739556552912808246 pensioner + enraged 947004313183072401003734065661 the + miller 210646770800595723603993784378 because = the x103 player 946154158756172327863231787530 squashed + the 203665580402757976182535771088 ball + when 368835351808995739410186594220 the = intermediary x104 deceived 407056657131824556425507690411 the + donor.,Did the player squash the ball?,Yes,second,three,Transitive,plausible
7716,The botanist shamed the trendsetter because the boxer suggested the idea after the inventor befuddled the planner.,The 843423293549639676224521106172 botanist + shamed 436765340886166307324148549123 the + trendsetter 697970516517595586970396868521 because = the x106 boxer 311468230202925091499989876786 suggested + the 252106812157554479385553258381 idea + after 376121014870831477858207800541 the = inventor x107 befuddled 296626962791460574635231256003 the + planner.,Did the boxer suggest the idea?,Yes,second,three,Transitive,plausible
7717,The zoologist targeted the warrior after the student skipped the class and the fighter mocked the hairstylist.,The 802572740912406797751513907688 zoologist + targeted 751852030231407596815164624130 the + warrior 498522564487704961706370443854 after = the x109 student 834742760523948513392201517883 skipped + the 557897960500431959629543568333 class + and 550198516116473819962677240746 the = fighter x110 mocked 905356683960149156807661999724 the + hairstylist.,Did the student skip the class?,Yes,second,three,Transitive,plausible
7718,The hitter backed the novelist after the artist touched the canvas but the suspect delighted the wife.,The 816334226359385741463091645717 hitter + backed 354017848775519546665951545863 the + novelist 955198493448905698335213449353 after = the x112 artist 730573315546277131702960338215 touched + the 755020074098483844979775639274 canvas + but 635855341685406989752075135392 the = suspect x113 delighted 735917887647514074688202848582 the + wife.,Did the artist touch the canvas?,Yes,second,three,Transitive,plausible
7719,The meteorologist dazzled the hypochondriac after the chef used the knife because the sommelier sickened the finn.,The 305316773040843336765579564569 meteorologist + dazzled 840184197452326191834791775704 the + hypochondriac 819834329705516728927092838566 after = the x115 chef 985849786192687997709130369189 used + the 450973618543182634629039719968 knife + because 717610371622552895044830241491 the = sommelier x116 sickened 920091234950518477682106000141 the + finn.,Did the chef use the knife?,Yes,second,three,Transitive,plausible
7720,The playwright enticed the champion after the person wasted the water when the pharmacist intrigued the forester.,The 537293155315875726395722453393 playwright + enticed 435708994719479626946843980325 the + champion 804868409865174516767822352703 after = the x118 person 836682615771689778593800169374 wasted + the 542859558029757609097862710661 water + when 603023510084093246340953672534 the = pharmacist x119 intrigued 154587202377909209485438067993 the + forester.,Did the person waste the water?,Yes,second,three,Transitive,plausible
7721,The heiress consulted the survivor and the pediatrician followed the mapmaker but the carpenter assembled the bookshelf.,The 401547620163250749957724904085 heiress + consulted 369135496917254272079282693563 the + survivor 900707675564150465736044629410 and = the x121 pediatrician 549134928516863538564237590894 followed + the 898203260730463875803756752882 mapmaker + but 947239059508453759236924362296 the = carpenter x122 assembled 480385167315916379948531316476 the + bookshelf.,Did the carpenter assemble the bookshelf?,Yes,third,three,Transitive,plausible
7722,The zoologist recognized the embalmer and the deputy relieved the dog when the instructor bent the mat.,The 480903910600908628086129060048 zoologist + recognized 891215931387003570511741214469 the + embalmer 763226178195928976056714563601 and = the x124 deputy 858459456835665092736774487260 relieved + the 837284533110020401921242552749 dog + when 430242160910497037830983193720 the = instructor x125 bent 259893290074713170762418023564 the + mat.,Did the instructor bend the mat?,Yes,third,three,Transitive,plausible
7723,The telemarketer framed the linguist and the victim entertained the carrier because the child bit the chocolate.,The 423126183750680196764741750687 telemarketer + framed 560263115994685824481398161003 the + linguist 757787019769981704491384387981 and = the x127 victim 866303106662612195199521217492 entertained + the 849935453866818676389345283864 carrier + because 748780624517175821687469948420 the = child x128 bit 394289038497943079361456076766 the + chocolate.,Did the child bite the chocolate?,Yes,third,three,Transitive,plausible
7724,The hypnotist honored the excavator and the dramatist avoided the usurper after the bartender blended the cocktail.,The 856269933738040943273354107453 hypnotist + honored 918258284309532504085395085156 the + excavator 312956135661511821247321112761 and = the x130 dramatist 248250553836036580365041962923 avoided + the 169045481403893000504745223530 usurper + after 482665154656980481019348190018 the = bartender x131 blended 568656995225431205385395325211 the + cocktail.,Did the bartender blend the cocktail?,Yes,third,three,Transitive,plausible
7725,The chief followed the lyricist but the upholsterer antagonized the churchgoer and the girl carved the statue.,The 348311093068962727260075155789 chief + followed 218609272872472405818756799900 the + lyricist 217303103539005778303648074411 but = the x133 upholsterer 610416359635849735003467811428 antagonized + the 965313957641719263785745412920 churchgoer + and 699911712691324837014655148435 the = girl x134 carved 196094307977131634206950076126 the + statue.,Did the girl carve the statue?,Yes,third,three,Transitive,plausible
7726,The survivor befriended the henchman but the psychiatrist placated the grocer when the chef chopped the onions.,The 544150749069269607940157086892 survivor + befriended 582567097771802117806475550856 the + henchman 266988325040437474817320344875 but = the x136 psychiatrist 475870464652781241537547179195 placated + the 184416922226374593074050780951 grocer + when 240274796258375404650573908078 the = chef x137 chopped 166234985180948709310172312214 the + onions.,Did the chef chop the onions?,Yes,third,three,Transitive,plausible
7727,The messenger approved the tenor but the showman alerted the undergraduate because the cleaner cleaned the windows.,The 601785099806881421788115373582 messenger + approved 195559101170124459047298953868 the + tenor 636177549383081829380025082046 but = the x139 showman 262602720931263020660352636227 alerted + the 231805975508043991696209142192 undergraduate + because 693391254862067717490455546931 the = cleaner x140 cleaned 541995526260363512282458578594 the + windows.,Did the cleaner clean the windows?,Yes,third,three,Transitive,plausible
7728,The pacifist overcharged the murderer but the treasurer challenged the delivery after the collector collected the coins.,The 618484150452421925035878547215 pacifist + overcharged 574375188374020813616934525477 the + murderer 638490979768973475995836039836 but = the x142 treasurer 463051164200966655608161143713 challenged + the 491073566353287789443734406463 delivery + after 955524507694642836072544341729 the = collector x143 collected 344012913968213269035340933206 the + coins.,Did the collector collect the coins?,Yes,third,three,Transitive,plausible
7729,The upholsterer acknowledged the creditor when the sentry saluted the prima_donna and the tailor cut the fabric.,The 717631171916737431207096880106 upholsterer + acknowledged 296136683850818293273739448327 the + creditor 899155663732407751629224651113 when = the x145 sentry 956350508133577451001049158876 saluted + the 776927087318457588454751094747 prima_donna + and 763838585344704272481052628996 the = tailor x146 cut 853908376025370655226410891870 the + fabric.,Did the tailor cut the fabric?,Yes,third,three,Transitive,plausible
7730,The forester mortified the defense when the patrolman buged the trespasser but the guide described the monument.,The 641676144234157713761408827154 forester + mortified 567827772247042450316959836826 the + defense 787788985346848563039875353774 when = the x148 patrolman 251889970003605683538198672817 buged + the 620960451929602095855297470806 trespasser + but 198439455482125276442821708599 the = guide x149 described 143035657594960854352057140404 the + monument.,Did the guide describe the monument?,Yes,third,three,Transitive,plausible
7731,The physicist entertained the orthopedist when the hairdresser watched the concierge because the crew destroyed the facility.,The 950428011533078934712552778933 physicist + entertained 423222937360227700929965248731 the + orthopedist 935117718663746707846231655721 when = the x151 hairdresser 761601531621863719325792883687 watched + the 874794787489258651251100640334 concierge + because 962031219193017660919743222569 the = crew x152 destroyed 105653791025309492823340190783 the + facility.,Did the crew destroy the facility?,Yes,third,three,Transitive,plausible
7732,The underwriter visited the wench when the chairman chastised the waitress after the designer designed the logo.,The 989403944124866124307882146432 underwriter + visited 791448775857525703841833071991 the + wench 184318437755472377066074604803 when = the x154 chairman 640853046042140545971167422379 chastised + the 308161451253753267033467564186 waitress + after 885224455863752265144964534121 the = designer x155 designed 291440200191168550983931521162 the + logo.,Did the designer design the logo?,Yes,third,three,Transitive,plausible
7733,The diva startled the canadian because the panhandler raved the storekeeper and the student pushed the button.,The 507257900242857282797426191967 diva + startled 183647107520069865643817393037 the + canadian 934274542571033161516953343813 because = the x157 panhandler 459587141286832208036897343618 raved + the 647350191491339557125267440889 storekeeper + and 256512492419142618339733343733 the = student x158 pushed 245090984783152035322333999732 the + button.,Did the student push the button?,Yes,third,three,Transitive,plausible
7734,The spiritual backed the jockey because the embezzler seduced the embalmer but the artist drew the landscape.,The 499373526417962982313884343118 spiritual + backed 394443410685487075856861520023 the + jockey 633751341479972544575482953565 because = the x160 embezzler 302689519364829653527636578488 seduced + the 213087925890409997386311396056 embalmer + but 302302196514152741294618773003 the = artist x161 drew 503089575995354116553998252769 the + landscape.,Did the artist draw the landscape?,Yes,third,three,Transitive,plausible
7735,The revolutionary troubled the liberal because the proctor photographed the propagandist when the boy memorized the lines.,The 655136105069861152500399220525 revolutionary + troubled 147006226312457005553586411049 the + liberal 777085406966476517779951581828 because = the x163 proctor 374383931297958320133325151027 photographed + the 532872127038089260579639724074 propagandist + when 268708194707099185411100998737 the = boy x164 memorized 925368615763907416160127717734 the + lines.,Did the boy memorize the lines?,Yes,third,three,Transitive,plausible
7736,The minister distressed the yachtsman because the entomologist escorted the groom after the ironworker flattened the plate.,The 399768289029572826111841135886 minister + distressed 532802405166087360340691162221 the + yachtsman 956023888655443168975115988949 because = the x166 entomologist 500909146264904795177081071933 escorted + the 799450196363865345433373996190 groom + after 289577411528409885110704623308 the = ironworker x167 flattened 613491520480960675068546257804 the + plate.,Did the ironworker flatten the plate?,Yes,third,three,Transitive,plausible
7737,The dean remembered the welder after the bullfighter neglected the butler and the artist folded the crane.,The 568796161081114634129533882935 dean + remembered 377439281349283131997036236996 the + welder 795415604817086747405871319057 after = the x169 bullfighter 635518675045632391314997398864 neglected + the 711850760878653942393823307198 butler + and 525560098448119873051939008822 the = artist x170 folded 129524659207078806484905348303 the + crane.,Did the artist fold the crane?,Yes,third,three,Transitive,plausible
7738,The emperor watched the american after the monk raved the geneticist but the blacksmith hammered the metal.,The 919184353526891502301133212504 emperor + watched 559545822144040997144021552089 the + american 745567258371869227097991772708 after = the x172 monk 233027436149150623327836060863 raved + the 593313114626807285480774750098 geneticist + but 298546402568387242750636079797 the = blacksmith x173 hammered 459600627274077332309533773380 the + metal.,Did the blacksmith hammer the metal?,Yes,third,three,Transitive,plausible
7739,The dog tailgated the cartographer after the stenographer invoiced the provost because the kid hacked the computer.,The 276291829603868914220503893919 dog + tailgated 576804547333180546747747130275 the + cartographer 106234768226459972485655206114 after = the x175 stenographer 974722771798986429213305555058 invoiced + the 837576380368264530083805670311 provost + because 309279686943133879332798966911 the = kid x176 hacked 473178984106999566002398167945 the + computer.,Did the kid hack the computer?,Yes,third,three,Transitive,plausible
7740,The steelworker infuriated the postdoc after the authorities encountered the evangelist when the lady hit the bag.,The 511715507490112116817524985464 steelworker + infuriated 918160253396392525339364764088 the + postdoc 121579815988495379507347588708 after = the x178 authorities 316173613014515329238655288852 encountered + the 394153671952656714131213091422 evangelist + when 344684922387615416868749262864 the = lady x179 hit 795747924159430464090586020256 the + bag.,Did the lady hit the bag?,Yes,third,three,Transitive,plausible
7741,The guy kicked the door and the pharmacist defended the co-worker but the socialist deprecated the surgeon.,The 101889781701450847407976971914 guy + kicked 458520089336982759566934420182 the + door 117647308389095330249754645159 and = the x181 pharmacist 553546093261486645106219929526 defended + the 885788372157286910378949113287 co-worker + but 982272834421816348293824850589 the = socialist x182 deprecated 951468575460433336296788988002 the + surgeon.,Did the guy kick the door?,Yes,first,three,Transitive,plausible
7742,The student knocked the door and the saleslady investigated the geneticist when the electrician delighted the chiseler.,The 414136068173563717576633078193 student + knocked 947519408921862629845719181056 the + door 197712345570217138649816422272 and = the x184 saleslady 271619921008119087388468485241 investigated + the 409852190263683499980050800540 geneticist + when 405571384786660807681864132525 the = electrician x185 delighted 639393497078108053694682178303 the + chiseler.,Did the student knock on the door?,Yes,first,three,Transitive,plausible
7743,The baker made the cake and the showman intimidated the welder because the newscaster strangled the envoy.,The 179718693673935576449817497897 baker + made 578244667378014947896824199523 the + cake 881135054720609739737721620727 and = the x187 showman 241643639398262507407840688302 intimidated + the 112056495305510032520741600292 welder + because 168559107230533611860965313511 the = newscaster x188 strangled 393337034511729979156217210511 the + envoy.,Did the baker make the cake?,Yes,first,three,Transitive,plausible
7744,The worker pounded the metal and the petitioner startled the merchant after the neighbor quized the wholesaler.,The 103570470466149836966982096538 worker + pounded 773058930563928301289382893889 the + metal 946494444516190383380448487675 and = the x190 petitioner 530444859842329541094699655341 startled + the 725325924317217256884122742474 merchant + after 863445067863191968954866660873 the = neighbor x191 quized 723144539302377477031340362123 the + wholesaler.,Did the worker pound the metal?,Yes,first,three,Transitive,plausible
7745,The factory produced the smartphones but the yachtsman asked the geologist and the culprit alerted the mapmaker.,The 788092477091489739182114438834 factory + produced 956747902933170626980506369539 the + smartphones 236311603523163278396177778612 but = the x193 yachtsman 637129082732883526202904407911 asked + the 853504507681472688771288419323 geologist + and 933877261420067336496298040200 the = culprit x194 alerted 852252769824894245182998241838 the + mapmaker.,Did the factory produce the smartphones?,Yes,first,three,Transitive,plausible
7746,The soldiers protected the building but the partner honored the inventor when the workaholic sickened the saleslady.,The 567161932744704526140185908224 soldiers + protected 871415737419976386698239857474 the + building 822165986766780048733839393116 but = the x196 partner 696644214945083783021696417683 honored + the 218791045423497700244543715953 inventor + when 206134604683737030044168039322 the = workaholic x197 sickened 999662576432814245385484737330 the + saleslady.,Did the soldiers protect the building?,Yes,first,three,Transitive,plausible
7747,The boxer punched the locker but the survivor misleaded the psychopath because the minister screamed the patrolman.,The 430885877584180063236046836661 boxer + punched 496897671237451964389794187013 the + locker 747512204618318624267348855275 but = the x199 survivor 198847109822775108367492426817 misleaded + the 211293667661254381506410842311 psychopath + because 674996520623566526166198584354 the = minister x200 screamed 676096245905435731803827645994 the + patrolman.,Did the boxer punch the locker?,Yes,first,three,Transitive,plausible
7748,The student read the novel but the entertainer placated the pediatrician after the despot distressed the gangster.,The 927833205939142145890587209850 student + read 510630503923666266207741331015 the + novel 602805012209186731461395223873 but = the x202 entertainer 886518174835246512732232427586 placated + the 784767213280611931943302672961 pediatrician + after 923414319451835539777346477725 the = despot x203 distressed 340654547517939218190826049555 the + gangster.,Did the student read the novel?,Yes,first,three,Transitive,plausible
